Num_Acc;id_Date;loc;atm;col;dep
201200000352;20120304;1;1;7;80
201200000353;20120422;1;2;6;80
201200000354;20120506;1;1;6;80
201200000355;20121010;1;1;7;80
201200000356;20120106;3;6;6;80
201200000357;20120222;1;1;1;80
201200000358;20120228;3;1;6;80
201200000359;20120317;2;2;1;80
201200000360;20120514;3;1;6;80
201200000361;20120516;4;1;3;80
201200000362;20120525;4;1;1;80
201200000363;20120719;4;1;6;80
201200000364;20120329;2;1;1;80
201200000365;20120329;4;1;6;80
201200000366;20120427;1;1;1;80
201200000367;20120516;2;1;2;80
201200000368;20120925;1;2;1;80
201200000369;20121121;1;8;7;80
201200000370;20120501;1;1;1;80
201200000371;20120613;5;1;6;80
201200000372;20120924;1;8;1;80
201200000373;20120318;2;1;3;80
201200000374;20120409;1;3;6;80
201200000375;20121109;5;1;3;80
201200000376;20120614;5;1;3;80
201200000377;20120724;5;1;6;80
201200000378;20120804;5;1;1;80
201200000379;20120824;1;2;6;80
201200000380;20121106;1;1;1;80
201200000381;20120224;1;1;6;80
201200000382;20120228;1;1;7;80
201200000383;20120308;3;1;6;80
201200000384;20120313;1;1;7;80
201200000385;20120324;1;1;3;80
201200000386;20120429;3;1;7;80
201200000387;20120910;1;1;3;80
201200000388;20121004;1;1;3;80
201200000389;20120430;1;8;1;80
201200000390;20120623;1;1;1;80
201200000391;20121117;1;1;3;80
201200000392;20120129;2;1;6;02
201200000393;20120403;1;1;3;02
201200000394;20120518;2;1;2;02
201200000395;20120601;1;1;1;02
201200000396;20121106;1;1;3;02
201200000397;20121225;1;2;3;02
201200000398;20120602;1;1;1;02
201200000399;20120718;1;1;7;02
201200000400;20120328;2;1;1;02
201200000401;20120403;1;1;5;02
201200000402;20120512;1;1;5;02
201200000403;20120514;1;1;2;02
201200000404;20120914;1;1;5;02
201200000405;20121006;4;1;6;02
201200000406;20120112;1;2;1;02
201200000407;20120112;1;1;5;02
201200000408;20121007;1;8;1;02
201200000409;20121013;1;3;3;02
201200000410;20121211;1;4;6;02
201200000411;20120518;1;1;7;02
201200000412;20120621;1;1;7;02
201200000413;20120507;1;1;2;02
201200000414;20120625;1;1;3;02
201200000415;20120911;1;2;7;02
201200000416;20120919;1;1;2;02
201200000417;20121206;1;1;6;02
201200000418;20120226;1;1;6;02
201200000419;20120609;1;1;1;02
201200000420;20120722;1;1;7;02
201200000421;20121031;1;1;1;02
201200000422;20121219;4;8;6;02
201200000423;20120102;1;8;6;02
201200000424;20120121;1;2;6;02
201200000425;20120121;1;2;1;02
201200000426;20120124;2;2;6;02
201200000427;20120301;1;5;6;02
201200000428;20120414;1;1;6;02
201200000429;20120724;1;1;6;02
201200000430;20120729;3;1;1;02
201200000431;20120102;1;2;4;02
201200000432;20120514;1;1;6;02
201200000433;20120908;1;1;6;02
201200000434;20120105;1;2;6;02
201200000435;20120526;1;1;7;02
201200000436;20120908;1;7;6;02
201200000437;20120127;4;9;6;02
201200000438;20120827;1;1;6;02
201200000439;20120905;1;1;1;02
201200000440;20120127;3;1;1;02
201200000441;20120209;1;1;7;02
201200000442;20120514;1;1;6;02
201200000443;20120610;1;1;3;02
201200000444;20120612;1;8;1;02
201200000445;20120801;1;1;1;02
201200000446;20121031;3;1;1;02
201200000447;20120218;1;5;6;02
201200000448;20120610;1;1;3;02
201200000449;20120709;1;1;1;02
201200000450;20120723;1;1;1;02
201200000451;20120816;1;1;7;02
201200000452;20120924;1;1;1;02
201200000453;20121004;1;1;7;02
201200000454;20121017;1;2;1;02
201200000455;20121027;2;1;2;02
201200000456;20121216;1;1;7;02
201200000457;20120220;1;1;6;02
201200000458;20120610;1;1;7;02
201200000459;20120804;1;1;7;02
201200000460;20121002;1;2;3;02
201200000461;20121020;1;2;7;02
201200000462;20121022;1;1;6;02
201200000463;20121115;1;1;2;02
201200000464;20121224;1;1;1;02
201200000465;20120629;1;2;1;02
201200000466;20121213;1;2;6;02
201200000467;20121018;2;1;3;02
201200000468;20120515;1;3;1;02
201200000469;20120701;2;1;3;02
201200000470;20120805;2;1;6;02
201200000471;20121005;5;1;2;02
201200000472;20121010;5;1;3;02
201200000473;20120204;2;4;6;02
201200000474;20120311;1;1;3;02
201200000475;20120827;1;1;6;02
201200000476;20120330;1;1;5;60
201200000477;20120515;1;1;5;60
201200000478;20120710;3;1;5;60
201200000479;20120911;2;2;3;60
201200000480;20121004;1;1;1;60
201200000481;20120108;1;1;7;60
201200000482;20120114;1;5;1;60
201200000483;20120402;1;1;3;60
201200000484;20120405;1;1;1;60
201200000485;20120419;4;1;6;60
201200000486;20120507;3;2;3;60
201200000487;20120523;3;1;2;60
201200000488;20121004;1;3;3;60
201200000489;20120122;1;1;7;60
201200000490;20120117;1;1;6;60
201200000491;20120409;1;1;3;60
201200000492;20120414;1;1;3;60
201200000493;20120515;1;1;7;60
201200000494;20120602;1;1;1;60
201200000495;20120607;1;2;5;60
201200000496;20120619;3;1;2;60
201200000497;20120620;1;1;6;60
201200000498;20120907;2;1;6;60
201200000499;20120930;1;1;4;60
201200000500;20121011;1;1;3;60
201200000501;20121201;1;1;7;60
201200000502;20120101;3;2;1;60
201200000503;20120202;4;7;6;60
201200000504;20120225;4;2;6;60
201200000505;20120324;3;1;6;60
201200000506;20120506;1;1;6;60
201200000507;20120630;1;1;1;60
201200000508;20120820;1;1;1;60
201200000509;20121023;1;5;3;60
201200000510;20120119;1;2;1;60
201200000511;20120320;1;1;1;60
201200000512;20120326;5;1;3;60
201200000513;20120520;5;1;7;60
201200000514;20120602;1;1;1;60
201200000515;20121222;1;2;2;60
201200000516;20120119;4;2;3;60
201200000517;20120416;3;1;7;60
201200000518;20120717;1;1;2;60
201200000519;20121013;1;1;3;60
201200000520;20120112;1;1;2;60
201200000521;20120210;1;1;7;60
201200000522;20120406;1;1;1;60
201200000523;20120423;1;2;1;60
201200000524;20120613;1;1;5;60
201200000525;20120613;5;1;7;60
201200000526;20120618;1;1;1;60
201200000527;20120923;3;1;3;60
201200000528;20120929;1;1;5;60
201200000529;20121214;5;1;3;60
201200000530;20121221;5;8;6;60
201200000531;20120121;1;1;6;60
201200000532;20120125;1;5;3;60
201200000533;20120404;2;1;3;60
201200000534;20120505;1;1;3;60
201200000535;20120626;1;1;6;60
201200000536;20120710;1;1;3;60
201200000537;20120715;1;1;7;60
201200000538;20120809;1;1;6;60
201200000539;20121015;4;1;6;60
201200000540;20121019;3;2;3;60
201200000541;20120114;1;1;2;60
201200000542;20120306;1;2;6;60
201200000543;20120623;4;1;1;60
201200000544;20120618;1;1;1;60
201200000545;20120731;1;1;3;60
201200000546;20120925;1;8;6;60
201200000547;20121006;3;2;1;60
201200000548;20121027;1;1;1;60
201200000549;20120909;1;1;6;60
201200000550;20120922;1;1;3;60
201200000551;20120210;5;1;6;60
201200000552;20120223;3;2;1;60
201200000553;20120412;3;1;6;60
201200000554;20120429;1;1;7;60
201200000555;20120525;5;1;1;60
201200000556;20120602;2;1;6;60
201200000557;20120608;4;1;3;60
201200000558;20120710;2;1;3;60
201200000559;20120721;4;1;1;60
201200000560;20120723;1;1;1;60
201200000561;20120315;1;5;5;60
201200000562;20120417;1;3;2;60
201200000563;20120424;1;3;6;60
201200000564;20120814;4;1;7;60
201200000565;20120823;1;1;7;60
201200000566;20120825;1;1;1;60
201200000567;20120901;1;1;7;60
201200000568;20120919;3;1;6;60
201200000569;20121123;3;1;1;60
201200000570;20121202;3;2;6;60
201200000571;20120121;1;2;6;60
201200000572;20120330;2;1;3;60
201200000573;20120831;1;1;1;60
201200000574;20120923;3;1;6;60
201200000575;20121119;1;1;6;60
201200000576;20121208;2;8;6;60
201200000577;20121217;1;8;7;60
201200000578;20121206;4;1;6;60
201200000579;20120204;3;1;6;60
201200000580;20120226;1;5;1;60
201200000581;20120315;2;1;1;60
201200000582;20120401;2;1;1;60
201200000583;20120415;2;1;6;60
201200000584;20120423;5;1;6;60
201200000585;20120511;2;1;6;60
201200000586;20120606;1;1;1;60
201200000587;20120612;1;8;1;60
201200000588;20120706;2;3;1;60
201200000589;20120805;1;9;6;60
201200000590;20120811;2;1;2;60
201200000591;20120821;1;1;2;60
201200000592;20120904;1;5;1;60
201200000593;20120920;1;1;1;60
201200000594;20120920;1;1;2;60
201200000595;20120927;1;2;1;60
201200000596;20121006;1;2;3;60
201200000597;20121116;1;1;1;60
201200000598;20121213;1;1;6;60
201200000599;20121229;2;1;6;60
201200000600;20120101;1;2;6;57
201200000601;20120119;5;2;6;57
201200000602;20120216;1;2;6;57
201200000603;20120229;1;1;1;57
201200000604;20120324;2;1;6;57
201200000605;20120522;1;1;1;57
201200000606;20120612;1;1;3;57
201200000607;20120707;5;1;1;57
201200000608;20120909;1;1;1;57
201200000609;20120915;3;1;5;57
201200000610;20120322;1;1;5;60
201200000611;20120525;5;1;3;60
201200000612;20120526;1;1;2;60
201200000613;20120716;1;1;6;60
201200000614;20120722;2;1;6;60
201200000615;20120807;3;1;3;60
201200000616;20120906;1;1;3;60
201200000617;20120922;1;1;3;60
201200000618;20120928;5;1;6;60
201200000619;20121016;1;2;5;60
201200000620;20121217;1;2;4;60
201200000621;20121227;1;3;6;60
201200000622;20120216;5;1;6;60
201200000623;20120229;1;1;1;60
201200000624;20120305;1;2;6;60
201200000625;20120319;5;1;6;60
201200000626;20120329;4;1;1;60
201200000627;20120622;5;1;6;60
201200000628;20121130;5;1;6;60
201200000629;20121202;1;1;5;60
201200000630;20121220;4;1;6;60
201200000631;20120108;1;1;1;60
201200000632;20120117;5;1;6;60
201200000633;20120117;5;7;6;60
201200000634;20120128;5;1;3;60
201200000635;20120328;5;1;3;60
201200000636;20120424;5;1;6;60
201200000637;20120513;5;1;2;60
201200000638;20120606;3;1;1;60
201200000639;20121003;5;1;6;60
201200000640;20121027;1;1;1;60
201200000641;20121123;3;2;6;60
201200000642;20121207;1;2;1;60
201200000643;20120117;1;1;2;60
201200000644;20120301;3;2;6;60
201200000645;20120314;3;1;6;60
201200000646;20120323;4;1;6;60
201200000647;20120427;1;8;6;60
201200000648;20120303;1;1;6;60
201200000649;20120319;1;1;3;60
201200000650;20120401;1;1;6;60
201200000651;20120622;1;1;1;60
201200000652;20120628;1;1;1;60
201200000653;20120704;1;8;2;60
201200000654;20120807;1;1;6;60
201200000655;20120204;1;1;6;60
201200000656;20120315;3;1;7;60
201200000657;20120410;4;1;3;60
201200000658;20120722;4;1;7;60
201200000659;20120809;5;1;6;60
201200000660;20120908;5;1;1;60
201200000661;20121013;1;2;1;60
201200000662;20121023;4;1;1;60
201200000663;20121201;5;1;6;60
201200000664;20120420;1;1;6;76
201200000665;20120528;1;1;6;76
201200000666;20120726;1;1;7;76
201200000667;20120808;1;1;6;76
201200000668;20120811;1;1;1;76
201200000669;20120909;1;1;2;76
201200000670;20121001;3;1;3;76
201200000671;20121107;1;2;1;76
201200000672;20121122;1;8;5;76
201200000673;20121221;1;8;7;76
201200000674;20120209;1;9;6;76
201200000675;20120316;1;1;3;76
201200000676;20120523;1;8;3;76
201200000677;20120606;4;8;6;76
201200000678;20120719;3;1;3;76
201200000679;20120827;4;1;7;76
201200000680;20121106;1;1;6;76
201200000681;20120114;2;1;6;76
201200000682;20121005;1;1;3;76
201200000683;20121012;3;3;6;76
201200000684;20121031;2;1;6;76
201200000685;20120219;1;8;1;76
201200000686;20120915;1;1;2;76
201200000687;20121106;1;2;2;76
201200000688;20120119;5;2;6;76
201200000689;20120121;1;2;6;76
201200000690;20120312;1;1;2;76
201200000691;20120727;4;1;4;76
201200000692;20120904;1;1;3;76
201200000693;20120921;1;1;3;76
201200000694;20121005;4;1;1;76
201200000695;20120119;4;2;1;76
201200000696;20120119;4;1;6;76
201200000697;20120223;4;1;6;76
201200000698;20120317;1;2;6;76
201200000699;20120706;4;1;6;76
201200000700;20120721;1;1;1;76
201200000701;20120803;3;8;3;76
201200000702;20120808;4;7;3;76
201200000703;20120818;5;1;6;76
201200000704;20120825;1;3;7;76
201200000705;20120906;1;1;1;76
201200000706;20121001;1;1;1;76
201200000707;20121024;1;1;6;76
201200000708;20120101;1;1;6;76
201200000709;20120113;1;1;6;76
201200000710;20120227;1;5;5;76
201200000711;20120328;1;1;3;76
201200000712;20120506;1;1;1;76
201200000713;20120628;3;1;1;76
201200000714;20120725;1;1;3;76
201200000715;20120909;1;1;3;76
201200000716;20120121;1;2;6;76
201200000717;20120914;1;1;3;76
201200000718;20121130;1;8;5;76
201200000719;20121218;3;1;3;76
201200000720;20120312;1;1;3;76
201200000721;20120421;1;1;1;76
201200000722;20120612;1;2;2;76
201200000723;20120722;3;1;6;76
201200000724;20120919;1;1;7;76
201200000725;20121228;1;2;6;76
201200000726;20120304;3;9;6;76
201200000727;20120402;5;1;6;76
201200000728;20120728;1;1;6;76
201200000729;20120328;1;1;6;76
201200000730;20120509;1;1;1;76
201200000731;20120607;1;8;7;76
201200000732;20120629;4;1;6;76
201200000733;20120629;4;1;3;76
201200000734;20120728;4;1;1;76
201200000735;20120807;1;1;1;76
201200000736;20121012;1;2;3;76
201200000737;20121215;4;1;6;76
201200000738;20121220;2;2;6;76
201200000739;20120213;1;5;6;76
201200000740;20120307;1;5;6;76
201200000741;20120617;1;1;1;76
201200000742;20120719;1;1;1;76
201200000743;20121109;3;3;6;76
201200000744;20120321;1;1;1;76
201200000745;20120527;3;1;6;76
201200000746;20120720;3;1;3;76
201200000747;20120122;1;1;1;76
201200000748;20121116;1;5;6;76
201200000749;20121124;1;2;3;76
201200000750;20121123;5;2;6;76
201200000751;20120204;5;1;6;76
201200000752;20120226;1;5;1;76
201200000753;20120313;5;1;7;76
201200000754;20120312;5;5;6;76
201200000755;20120421;1;1;3;76
201200000756;20120527;1;1;1;76
201200000757;20120529;1;1;3;76
201200000758;20120706;1;1;3;76
201200000759;20120928;3;1;3;76
201200000760;20120217;1;1;1;76
201200000761;20120322;1;1;6;76
201200000762;20120519;1;1;5;76
201200000763;20120615;1;8;6;76
201200000764;20120630;1;1;6;76
201200000765;20120720;2;1;3;76
201200000766;20120825;4;1;5;76
201200000767;20121006;1;2;1;76
201200000768;20121018;1;2;6;76
201200000769;20121106;1;8;3;76
201200000770;20120115;1;1;7;76
201200000771;20120512;3;1;3;76
201200000772;20120513;1;1;3;76
201200000773;20120826;1;1;6;76
201200000774;20121206;1;9;1;76
201200000775;20120124;4;2;6;76
201200000776;20120311;1;5;6;76
201200000777;20120428;1;2;3;76
201200000778;20120506;1;1;3;76
201200000779;20121030;1;8;3;76
201200000780;20121119;2;8;6;76
201200000781;20120516;4;1;1;27
201200000782;20120518;1;1;6;27
201200000783;20120629;2;1;6;27
201200000784;20120711;1;2;7;27
201200000785;20120807;1;1;2;27
201200000786;20121012;4;1;2;27
201200000787;20121111;4;1;6;27
201200000788;20121130;1;1;3;27
201200000789;20120611;2;1;1;27
201200000790;20120618;1;1;4;27
201200000791;20121222;4;1;3;27
201200000792;20120202;1;1;6;27
201200000793;20120408;1;1;3;27
201200000794;20120118;1;1;6;27
201200000795;20120223;3;1;3;27
201200000796;20121123;1;3;2;27
201200000797;20121217;1;2;6;27
201200000798;20120304;1;2;7;27
201200000799;20120319;5;7;1;27
201200000800;20120417;1;1;3;27
201200000801;20120606;1;1;3;27
201200000802;20120615;3;8;6;27
201200000803;20120719;1;1;1;27
201200000804;20121015;1;1;2;27
201200000805;20121019;1;2;1;27
201200000806;20121205;1;1;6;27
201200000807;20120601;3;1;3;27
201200000808;20120602;5;1;3;27
201200000809;20120608;1;1;1;27
201200000810;20120628;1;2;1;27
201200000811;20120820;2;1;6;27
201200000812;20120925;5;3;2;27
201200000813;20121021;5;8;1;27
201200000814;20121018;3;2;6;27
201200000815;20121219;1;2;1;27
201200000816;20121224;1;1;7;27
201200000817;20120223;1;5;6;27
201200000818;20120724;1;1;3;27
201200000819;20120323;3;1;1;27
