Num_Acc;id_Date;loc;atm;col;dep
201200019853;20120123;3;1;3;80
201200019854;20120128;1;1;1;80
201200019855;20120310;2;1;1;80
201200019856;20120401;2;1;6;80
201200019857;20120426;1;1;1;80
201200019858;20120530;1;5;1;80
201200019859;20120819;1;1;7;80
201200019860;20120929;2;1;3;80
201200019861;20121006;1;2;1;80
201200019862;20121023;4;5;2;80
201200019863;20121023;1;5;7;80
201200019864;20121117;1;1;1;80
201200019865;20121130;1;8;1;80
201200019866;20121130;1;5;1;80
201200019867;20121203;3;9;6;80
201200019868;20120229;1;1;3;80
201200019869;20120318;1;2;3;80
201200019870;20120404;4;1;3;80
201200019871;20120722;4;1;3;80
201200019872;20120819;1;1;6;80
201200019873;20120921;1;1;1;80
201200019874;20121006;1;3;3;80
201200019875;20120125;1;2;6;80
201200019876;20120225;1;2;7;80
201200019877;20120505;1;1;1;80
201200019878;20120620;2;1;6;80
201200019879;20120622;2;1;1;80
201200019880;20120707;1;3;6;80
201200019881;20120901;2;1;6;80
201200019882;20120906;3;1;6;80
201200019883;20120907;2;1;6;80
201200019884;20121001;3;1;2;80
201200019885;20121008;1;1;3;80
201200019886;20121206;1;2;6;80
201200019887;20121217;1;1;3;80
201200019888;20121222;1;3;7;80
201200019889;20121224;1;2;1;80
201200019890;20121224;1;1;6;80
201200019891;20121229;1;9;3;80
201200019892;20120612;1;1;2;80
201200019893;20120616;4;1;3;80
201200019894;20120625;1;1;3;80
201200019895;20120629;1;1;3;80
201200019896;20120708;3;1;1;80
201200019897;20120722;4;1;3;80
201200019898;20120723;3;1;6;80
201200019899;20120806;4;2;6;80
201200019900;20120806;1;1;1;80
201200019901;20120812;1;1;6;80
201200019902;20120824;3;2;6;80
201200019903;20120830;1;1;1;80
201200019904;20120904;3;1;6;80
201200019905;20120908;1;1;2;80
201200019906;20120921;1;1;3;80
201200019907;20120923;1;1;1;80
201200019908;20120928;1;1;3;80
201200019909;20120930;1;1;7;80
201200019910;20121003;1;1;6;80
201200019911;20121014;1;1;1;80
201200019912;20121023;1;5;3;80
201200019913;20121111;1;8;3;80
201200019914;20121214;1;6;1;80
201200019915;20121216;4;2;2;80
201200019916;20120401;3;7;2;80
201200019917;20120414;2;1;3;80
201200019918;20120601;1;1;6;80
201200019919;20120614;1;1;6;80
201200019920;20120804;2;8;6;80
201200019921;20120812;1;1;3;80
201200019922;20120915;1;1;3;80
201200019923;20120917;1;1;6;80
201200019924;20121026;1;1;7;80
201200019925;20121110;1;1;3;80
201200019926;20121207;1;1;7;80
201200019927;20121231;1;3;6;80
201200019928;20120108;1;1;1;80
201200019929;20120114;3;1;2;80
201200019930;20120219;4;1;6;80
201200019931;20120222;1;1;1;80
201200019932;20120301;1;1;3;80
201200019933;20120302;4;1;6;80
201200019934;20120303;1;2;7;80
201200019935;20120408;1;2;6;80
201200019936;20120429;1;1;5;80
201200019937;20120509;1;1;7;80
201200019938;20120628;1;1;6;80
201200019939;20120702;4;1;1;80
201200019940;20120812;1;1;6;80
201200019941;20121024;4;1;6;80
201200019942;20120322;1;1;3;80
201200019943;20120426;1;1;6;80
201200019944;20120506;5;1;6;80
201200019945;20120528;1;1;6;80
201200019946;20120707;3;1;1;80
201200019947;20120709;3;1;6;80
201200019948;20120720;1;1;1;80
201200019949;20120801;1;1;3;80
201200019950;20120804;5;1;1;80
201200019951;20120908;5;1;2;80
201200019952;20121003;5;1;1;80
201200019953;20121014;1;1;7;80
201200019954;20121122;1;1;7;80
201200019955;20121124;5;1;1;80
201200019956;20121227;5;8;6;80
201200019957;20120101;1;2;6;80
201200019958;20120306;1;2;7;80
201200019959;20120313;1;1;7;80
201200019960;20120316;1;1;3;80
201200019961;20120327;1;1;1;80
201200019962;20120401;3;1;6;80
201200019963;20120418;1;2;7;80
201200019964;20120608;1;1;6;80
201200019965;20120609;2;1;6;80
201200019966;20120610;1;1;1;80
201200019967;20120714;1;1;7;80
201200019968;20120724;1;1;5;80
201200019969;20120905;2;1;7;80
201200019970;20121108;4;1;1;80
201200019971;20121113;2;5;1;80
201200019972;20121117;1;2;6;80
201200019973;20121211;1;1;1;80
201200019974;20120120;5;1;6;80
201200019975;20120514;1;1;5;80
201200019976;20120804;1;1;1;80
201200019977;20121123;5;2;6;80
201200019978;20120403;1;1;6;80
201200019979;20120413;2;1;6;80
201200019980;20121031;1;1;6;80
201200019981;20121120;2;1;6;80
201200019982;20121204;1;1;3;80
201200019983;20121205;3;2;3;80
201200019984;20120801;3;1;6;60
201200019985;20120612;1;1;7;24
201200019986;20120903;1;1;6;24
201200019987;20120109;1;1;7;2B
201200019988;20120728;3;1;1;2B
201200019989;20120811;1;1;6;2B
201200019990;20120204;1;4;7;2B
201200019991;20120721;1;1;7;2B
201200019992;20120723;3;1;1;2B
201200019993;20120810;1;1;6;2B
201200019994;20121019;1;5;2;2B
201200019995;20121030;1;1;1;2B
201200019996;20121227;1;7;1;2B
201200019997;20120901;1;2;5;2B
201200019998;20120603;2;1;7;2B
201200019999;20120625;4;1;6;2B
201200020000;20120702;1;1;6;2B
201200020001;20120803;1;7;1;2B
201200020002;20121030;1;1;7;2B
201200020003;20121212;4;1;6;2B
201200020004;20121220;1;2;6;2B
201200020005;20120117;1;1;3;31
201200020006;20120122;4;8;2;31
201200020007;20120503;1;1;5;31
201200020008;20121003;1;1;3;31
201200020009;20121005;1;1;2;31
201200020010;20121123;5;1;3;31
201200020011;20121204;1;8;6;31
201200020012;20120823;3;1;3;2A
201200020013;20120613;1;1;1;2A
201200020014;20120513;1;1;4;2A
201200020015;20120516;4;1;3;2A
201200020016;20120617;1;1;7;2A
201200020017;20120723;3;1;3;2A
201200020018;20120921;1;1;6;2A
201200020019;20120210;3;4;1;2A
201200020020;20120714;1;1;1;2A
201200020021;20120719;1;1;1;2A
201200020022;20120726;1;1;1;2A
201200020023;20120727;1;1;4;2A
201200020024;20120831;1;1;3;2A
201200020025;20120713;3;1;3;2A
201200020026;20120727;1;1;1;2A
201200020027;20120818;3;1;1;2A
201200020028;20121213;1;1;7;2A
201200020029;20120925;1;2;6;2A
201200020030;20120811;2;1;1;2A
201200020031;20120609;1;1;1;2A
201200020032;20120710;1;7;6;2A
201200020033;20120215;1;8;3;79
201200020034;20120714;1;2;3;79
201200020035;20121005;1;1;1;79
201200020036;20120214;3;2;6;79
201200020037;20120222;1;1;1;79
201200020038;20120305;1;2;6;79
201200020039;20120325;1;1;7;79
201200020040;20120325;1;1;6;79
201200020041;20120326;1;1;1;79
201200020042;20120508;2;1;6;79
201200020043;20120707;1;1;6;79
201200020044;20120728;1;1;7;79
201200020045;20120930;1;1;6;79
201200020046;20121028;1;1;3;79
201200020047;20121206;1;1;1;79
201200020048;20120818;1;1;4;79
201200020049;20120111;1;1;3;79
201200020050;20120326;1;1;3;79
201200020051;20120331;1;1;1;79
201200020052;20120415;5;1;6;79
201200020053;20120607;1;1;1;79
201200020054;20120726;1;1;6;79
201200020055;20121231;3;1;3;79
201200020056;20120917;4;1;2;79
201200020057;20120110;1;1;6;79
201200020058;20120424;1;1;2;79
201200020059;20120617;3;1;6;79
201200020060;20120528;1;1;6;79
201200020061;20120602;1;1;6;79
201200020062;20120704;1;1;3;79
201200020063;20121225;1;7;3;79
201200020064;20121129;4;1;6;79
201200020065;20121230;1;1;6;79
201200020066;20120211;4;1;2;76
201200020067;20120227;1;1;1;76
201200020068;20120410;1;1;6;76
201200020069;20120526;1;1;3;76
201200020070;20120829;3;2;3;76
201200020071;20120909;2;1;6;76
201200020072;20121010;1;8;5;76
201200020073;20120112;3;1;6;76
201200020074;20120120;1;1;3;76
201200020075;20120629;1;1;1;76
201200020076;20120818;1;1;3;76
201200020077;20120827;1;3;6;76
201200020078;20120830;1;1;3;76
201200020079;20120826;1;1;1;76
201200020080;20120918;1;1;6;76
201200020081;20120802;1;1;1;76
201200020082;20120928;1;1;6;76
201200020083;20120911;2;1;3;76
201200020084;20121110;1;2;1;76
201200020085;20120325;1;1;6;76
201200020086;20120911;5;2;6;76
201200020087;20121115;1;1;6;76
201200020088;20121229;1;2;6;76
201200020089;20121024;1;1;3;76
201200020090;20121026;1;1;2;76
201200020091;20120316;1;1;3;76
201200020092;20120325;1;1;7;76
201200020093;20120513;1;1;3;76
201200020094;20120527;1;1;1;76
201200020095;20120724;1;1;1;76
201200020096;20120410;1;3;1;76
201200020097;20120511;1;1;1;76
201200020098;20120819;1;1;3;76
201200020099;20120910;1;1;3;76
201200020100;20120331;1;5;5;76
201200020101;20120805;2;1;6;76
201200020102;20121013;1;2;1;76
201200020103;20120603;3;1;6;76
201200020104;20120218;4;1;6;67
201200020105;20120222;1;1;1;67
201200020106;20120223;1;1;5;67
201200020107;20120504;1;1;1;67
201200020108;20120518;1;1;6;67
201200020109;20120616;1;1;1;67
201200020110;20120704;3;1;3;67
201200020111;20120708;1;8;2;67
201200020112;20120813;1;1;3;67
201200020113;20121021;1;1;6;67
201200020114;20121205;3;1;1;67
201200020115;20120922;1;1;6;67
201200020116;20120224;2;1;6;67
201200020117;20120705;1;1;6;78
201200020118;20121019;1;1;3;78
201200020119;20121228;4;2;6;77
201200020120;20120622;1;1;6;77
201200020121;20120325;1;1;7;77
201200020122;20120516;1;1;3;77
201200020123;20120723;1;1;2;77
201200020124;20121016;1;1;3;77
201200020125;20121222;1;3;6;77
201200020126;20120228;1;1;1;74
201200020127;20120325;5;1;6;74
201200020128;20120410;5;7;6;74
201200020129;20120610;4;1;3;74
201200020130;20120728;1;8;7;74
201200020131;20120825;1;1;5;74
201200020132;20120904;1;1;1;74
201200020133;20120911;4;1;3;74
201200020134;20120914;1;1;7;74
201200020135;20120402;1;1;1;74
201200020136;20120529;1;1;1;74
201200020137;20120629;1;1;3;74
201200020138;20120708;5;3;7;74
201200020139;20120806;1;8;6;74
201200020140;20120826;3;1;1;74
201200020141;20120316;1;1;3;74
201200020142;20120512;1;1;1;74
201200020143;20120713;3;2;1;74
201200020144;20120803;5;1;6;74
201200020145;20120810;5;1;1;74
201200020146;20120911;5;1;3;74
201200020147;20121026;4;2;3;74
201200020148;20121031;5;2;5;74
201200020149;20121114;3;5;3;74
201200020150;20121124;1;1;6;74
201200020151;20120324;1;1;3;74
201200020152;20120415;1;2;3;74
201200020153;20120417;1;1;6;74
201200020154;20120422;4;1;6;74
201200020155;20120517;5;1;6;74
201200020156;20120517;1;1;6;74
201200020157;20120526;4;1;6;74
201200020158;20120527;1;1;1;74
201200020159;20120625;1;1;3;74
201200020160;20120628;3;1;1;74
201200020161;20120701;1;1;6;74
201200020162;20120630;1;1;2;74
201200020163;20120908;4;1;1;74
201200020164;20121004;1;1;1;74
201200020165;20121108;1;1;6;74
201200020166;20120206;1;1;1;74
201200020167;20120515;1;1;1;74
201200020168;20120527;1;1;1;74
201200020169;20120628;4;1;6;74
201200020170;20120717;1;1;6;74
201200020171;20120528;1;1;3;74
201200020172;20121106;1;1;1;74
201200020173;20121222;1;1;6;74
201200020174;20121223;1;1;3;74
201200020175;20120226;1;1;1;74
201200020176;20121006;1;1;1;74
201200020177;20121006;1;1;2;74
201200020178;20120727;1;1;7;74
201200020179;20120803;1;1;6;74
201200020180;20120903;5;1;6;74
201200020181;20120124;5;1;6;74
201200020182;20120203;1;1;5;74
201200020183;20120602;5;1;7;74
201200020184;20121116;5;1;1;74
201200020185;20121116;5;1;6;74
201200020186;20121126;5;2;6;74
201200020187;20120119;1;2;1;25
201200020188;20120227;1;1;5;25
201200020189;20120319;1;8;1;25
201200020190;20120417;3;1;1;25
201200020191;20120422;3;2;6;25
201200020192;20121017;1;1;1;25
201200020193;20121218;3;2;1;25
201200020194;20120529;1;1;1;56
201200020195;20120723;3;1;6;56
201200020196;20120814;1;1;5;56
201200020197;20120822;1;1;3;56
201200020198;20121218;1;1;5;56
201200020199;20120414;2;1;3;56
201200020200;20120407;1;1;2;56
201200020201;20120724;1;1;6;56
201200020202;20120728;1;1;3;56
201200020203;20120822;1;1;5;56
201200020204;20120323;2;1;6;56
201200020205;20120424;1;1;6;56
201200020206;20120603;1;1;3;56
201200020207;20120229;1;1;6;56
201200020208;20120728;1;1;1;56
201200020209;20120810;1;1;5;56
201200020210;20120616;3;1;3;56
201200020211;20121030;1;1;3;56
201200020212;20120714;4;8;7;56
201200020213;20120723;1;1;3;56
201200020214;20120229;5;1;3;56
201200020215;20120305;1;9;5;56
201200020216;20120616;1;8;7;56
201200020217;20120704;1;1;3;56
201200020218;20120708;1;1;7;56
201200020219;20120711;1;1;1;56
201200020220;20120916;1;1;6;56
201200020221;20121117;1;8;7;56
201200020222;20121123;1;2;3;56
201200020223;20121218;1;2;3;56
201200020224;20120109;1;1;3;56
201200020225;20120127;1;1;3;56
201200020226;20120701;4;1;6;56
201200020227;20120703;1;2;3;56
201200020228;20120720;1;1;1;56
201200020229;20120908;1;1;2;56
201200020230;20120918;1;1;6;56
201200020231;20121011;1;1;3;56
201200020232;20121206;1;8;3;56
201200020233;20121217;4;3;6;56
201200020234;20121217;1;1;6;56
201200020235;20120128;1;1;1;56
201200020236;20120201;1;1;6;56
201200020237;20120210;1;1;3;56
201200020238;20120229;1;1;6;56
201200020239;20120414;3;1;6;56
201200020240;20120908;1;1;2;56
201200020241;20120929;1;1;6;56
201200020242;20121022;1;2;6;56
201200020243;20121115;1;5;1;56
201200020244;20121204;4;1;6;56
201200020245;20120213;4;1;6;56
201200020246;20120627;1;1;6;56
201200020247;20120815;5;1;6;56
201200020248;20121020;1;2;4;56
201200020249;20121121;1;7;3;56
201200020250;20121226;1;1;3;56
201200020251;20120204;1;1;6;56
201200020252;20120810;1;1;3;56
201200020253;20120130;1;2;6;56
201200020254;20120730;4;1;3;56
201200020255;20120804;1;1;1;56
201200020256;20120811;1;1;1;56
201200020257;20120114;4;1;3;56
201200020258;20120714;1;1;7;56
201200020259;20120728;1;1;6;56
201200020260;20121104;1;2;7;56
201200020261;20121130;1;1;1;56
201200020262;20120715;1;1;7;56
201200020263;20120902;4;1;6;56
201200020264;20120926;1;3;6;56
201200020265;20121027;1;1;6;56
201200020266;20120126;2;1;1;95
201200020267;20120621;1;2;4;95
201200020268;20120624;1;3;5;95
201200020269;20120624;1;3;3;95
201200020270;20121002;1;2;3;95
201200020271;20121004;1;3;3;95
201200020272;20121010;1;2;4;95
201200020273;20121016;1;1;4;95
201200020274;20121109;1;1;6;95
201200020275;20121126;1;1;1;95
201200020276;20121223;5;1;6;95
201200020277;20120819;1;1;5;95
201200020278;20121119;1;1;5;95
201200020279;20120305;4;1;6;95
201200020280;20120417;1;1;3;95
201200020281;20120419;4;1;6;95
201200020282;20120720;1;1;2;95
201200020283;20120923;4;5;6;19
201200020284;20120616;1;1;6;19
201200020285;20121006;1;1;7;19
201200020286;20120702;1;1;6;19
201200020287;20120908;1;1;6;19
201200020288;20120903;1;1;3;19
201200020289;20120425;1;2;3;19
201200020290;20120404;4;1;7;19
201200020291;20120410;1;2;1;19
201200020292;20120522;4;9;3;19
201200020293;20120723;1;1;6;19
201200020294;20120801;1;1;2;19
201200020295;20121019;1;1;6;19
201200020296;20120205;1;1;7;56
201200020297;20120404;4;1;2;56
201200020298;20120501;1;1;2;56
201200020299;20120521;1;1;3;56
201200020300;20120609;5;2;3;56
201200020301;20120627;1;1;2;56
201200020302;20120717;1;1;1;56
201200020303;20120722;1;1;7;56
201200020304;20120725;1;7;2;56
201200020305;20120729;1;1;1;56
201200020306;20121008;5;2;7;56
201200020307;20121013;1;1;2;56
201200020308;20121031;1;1;7;56
201200020309;20120222;1;8;4;59
201200020310;20120317;1;9;3;59
201200020311;20120808;4;1;6;59
201200020312;20120517;2;1;2;59
201200020313;20120707;1;1;5;59
201200020314;20120901;3;1;7;59
201200020315;20121231;3;8;6;59
201200020316;20120712;1;1;5;59
201200020317;20120927;2;1;3;59
201200020318;20120414;1;1;7;51
201200020319;20120308;1;1;6;51
201200020320;20120108;1;1;6;51
201200020321;20120724;1;1;3;51
201200020322;20120727;1;1;7;51
201200020323;20120803;1;1;1;51
201200020324;20120211;1;1;6;51
201200020325;20120401;3;1;6;51
201200020326;20120410;1;1;6;51
201200020327;20120803;3;1;3;51
201200020328;20120818;1;1;1;51
201200020329;20120831;3;1;3;51
201200020330;20120927;1;8;4;51
201200020331;20121013;3;2;7;51
201200020332;20121013;3;2;3;51
201200020333;20121023;1;1;2;51
201200020334;20121126;1;1;4;51
201200020335;20120909;1;1;4;51
201200020336;20120826;1;1;7;51
201200020337;20120219;1;1;7;51
201200020338;20120905;1;1;3;51
201200020339;20120911;2;2;7;51
201200020340;20120926;1;2;6;51
201200020341;20120513;1;1;3;62
201200020342;20120602;1;1;3;62
201200020343;20120330;1;1;1;62
201200020344;20120115;1;1;1;51
201200020345;20120130;1;1;7;51
201200020346;20120204;1;1;6;51
201200020347;20120406;1;1;1;51
201200020348;20120904;2;8;3;51
201200020349;20120911;1;1;3;51
201200020350;20120511;5;1;3;91
201200020351;20120531;1;1;6;91
201200020352;20121222;5;2;6;91
201200020353;20120504;3;1;1;91
201200020354;20120913;1;1;2;95
201200020355;20120123;1;3;1;89
201200020356;20120924;1;1;6;89
201200020357;20121013;1;1;6;89
201200020358;20120801;1;1;3;04
201200020359;20120804;1;1;6;04
201200020360;20120212;1;1;7;57
201200020361;20120724;1;1;6;57
201200020362;20120313;1;1;4;57
201200020363;20120608;1;1;1;57
201200020364;20120806;3;1;7;57
201200020365;20120417;1;8;7;57
201200020366;20120914;1;1;6;57
201200020367;20121214;1;4;3;57
201200020368;20121220;1;2;3;57
201200020369;20121010;1;1;1;57
201200020370;20120320;1;1;1;57
201200020371;20120823;1;1;1;57
201200020372;20120908;1;7;2;57
201200020373;20121022;1;1;1;57
201200020374;20121205;1;8;1;57
201200020375;20120311;5;8;3;57
201200020376;20120722;1;1;7;57
201200020377;20121015;1;9;7;57
201200020378;20121020;1;1;6;57
201200020379;20121130;1;1;7;57
201200020380;20120116;1;1;3;35
201200020381;20120120;1;1;1;35
201200020382;20120120;1;1;3;35
201200020383;20120201;1;1;3;35
201200020384;20120429;1;5;7;35
201200020385;20120430;5;1;1;35
201200020386;20120622;1;1;1;35
201200020387;20120709;1;1;3;35
201200020388;20121112;1;2;3;35
201200020389;20120307;5;1;6;31
201200020390;20120606;4;1;7;44
201200020391;20120810;1;1;1;44
201200020392;20120103;3;6;3;62
201200020393;20120125;3;8;6;62
201200020394;20120218;1;7;3;83
201200020395;20120331;1;1;1;83
201200020396;20120420;1;1;1;83
201200020397;20120502;1;1;4;83
201200020398;20120602;5;1;3;83
201200020399;20120715;3;1;1;83
201200020400;20120825;1;2;3;83
201200020401;20120831;1;6;5;83
201200020402;20120909;1;1;2;83
201200020403;20120913;1;1;3;83
201200020404;20120922;1;1;6;83
201200020405;20120112;1;4;1;83
201200020406;20120601;1;1;4;83
201200020407;20120704;4;1;6;83
201200020408;20120730;1;1;2;83
201200020409;20121114;1;1;1;83
201200020410;20120204;1;1;3;74
201200020411;20120324;1;1;1;74
201200020412;20120324;1;1;3;74
201200020413;20120328;1;1;6;74
201200020414;20120525;1;1;7;74
201200020415;20120620;4;1;2;74
201200020416;20120701;1;1;3;74
201200020417;20120706;1;1;3;74
201200020418;20120729;1;8;6;74
201200020419;20120730;4;1;3;74
201200020420;20120807;1;1;1;74
201200020421;20120808;1;1;1;74
201200020422;20120830;1;2;1;74
201200020423;20120915;1;1;3;74
201200020424;20121003;3;1;3;74
201200020425;20121005;1;1;1;74
201200020426;20121005;1;1;1;74
201200020427;20121023;1;1;3;74
201200020428;20121030;1;1;5;74
201200020429;20121203;4;4;1;74
201200020430;20121221;4;1;5;74
201200020431;20120831;1;1;3;35
201200020432;20120125;1;8;6;24
201200020433;20120425;1;8;6;24
201200020434;20120511;1;1;6;24
201200020435;20120529;1;1;6;24
201200020436;20120602;1;3;7;24
201200020437;20120830;1;1;2;24
201200020438;20120216;4;1;6;34
201200020439;20120416;1;1;6;34
201200020440;20120507;1;1;3;34
201200020441;20120717;1;1;1;34
201200020442;20120730;2;1;1;34
201200020443;20121107;1;1;3;34
201200020444;20121214;1;2;1;34
201200020445;20121219;6;1;6;16
201200020446;20120117;5;1;6;16
201200020447;20120104;5;2;3;16
201200020448;20121222;5;2;6;16
201200020449;20120119;1;1;1;16
201200020450;20120201;4;1;3;16
201200020451;20120316;5;1;6;16
201200020452;20120220;6;1;6;16
201200020453;20120224;6;1;6;16
201200020454;20120203;6;1;6;16
201200020455;20120425;6;8;3;16
201200020456;20120403;4;1;3;16
201200020457;20120402;6;1;6;16
201200020458;20120412;6;1;6;16
201200020459;20120509;6;1;6;16
201200020460;20120608;6;1;3;16
201200020461;20120605;6;1;3;16
201200020462;20120606;6;8;6;16
201200020463;20120618;6;1;7;16
201200020464;20120617;1;2;7;16
201200020465;20120528;6;1;2;16
201200020466;20120615;5;1;6;16
201200020467;20120622;6;1;6;16
201200020468;20120624;6;1;3;16
201200020469;20120527;4;1;2;16
201200020470;20120528;1;1;2;16
201200020471;20120707;5;1;3;16
201200020472;20120814;1;1;6;16
201200020473;20120817;1;1;3;16
201200020474;20120801;6;1;2;16
201200020475;20120822;1;1;3;16
201200020476;20120904;5;1;6;16
201200020477;20120907;6;1;3;16
201200020478;20120407;4;1;7;16
201200020479;20120427;6;1;3;16
201200020480;20120913;6;2;1;16
201200020481;20120924;1;2;3;16
201200020482;20120929;6;1;6;16
201200020483;20121003;1;1;6;16
201200020484;20121018;5;2;3;16
201200020485;20121029;5;1;2;16
201200020486;20121113;5;1;3;16
201200020487;20121112;6;1;1;16
201200020488;20121118;1;1;7;16
201200020489;20121118;6;1;6;16
201200020490;20121130;1;1;6;16
201200020491;20121129;1;1;6;16
201200020492;20121208;6;1;3;16
201200020493;20121213;5;2;6;16
201200020494;20121213;6;1;6;16
201200020495;20121214;6;2;3;16
201200020496;20121207;5;1;6;16
201200020497;20121223;5;1;6;16
201200020498;20121221;5;2;6;16
201200020499;20120106;5;1;3;16
201200020500;20120129;5;1;3;16
201200020501;20120510;1;1;2;16
201200020502;20120516;5;1;6;16
201200020503;20120523;5;1;3;16
201200020504;20120608;5;1;3;16
201200020505;20120620;1;1;3;16
201200020506;20120727;4;1;7;16
201200020507;20120826;5;1;3;16
201200020508;20120902;4;1;3;16
201200020509;20121017;5;1;3;16
201200020510;20121022;4;1;7;16
201200020511;20121115;5;1;2;16
201200020512;20121205;5;1;7;16
201200020513;20121217;5;1;7;16
201200020514;20121225;5;3;7;16
201200020515;20121227;5;1;3;16
201200020516;20120114;1;1;3;77
201200020517;20120322;1;1;3;77
201200020518;20120705;1;1;5;77
201200020519;20120327;5;1;3;69
201200020520;20120417;1;1;3;69
201200020521;20120506;5;7;6;69
201200020522;20120529;1;1;7;69
201200020523;20120623;1;1;6;69
201200020524;20120718;5;1;6;69
201200020525;20120827;1;1;6;69
201200020526;20120831;1;1;7;69
201200020527;20120929;4;1;3;69
201200020528;20121017;5;1;1;69
201200020529;20121215;4;1;3;69
201200020530;20120415;3;1;3;59
201200020531;20120110;6;1;7;17
201200020532;20120116;6;1;3;17
201200020533;20120119;5;1;4;17
201200020534;20120207;6;4;3;17
201200020535;20120217;6;1;3;17
201200020536;20120223;6;2;7;17
201200020537;20120224;6;2;3;17
201200020538;20120226;6;1;3;17
201200020539;20120229;5;1;1;17
201200020540;20120229;6;1;3;17
201200020541;20120301;1;1;4;17
201200020542;20120302;6;1;2;17
201200020543;20120308;6;1;7;17
201200020544;20120329;6;1;7;17
201200020545;20120331;6;1;7;17
201200020546;20120331;1;1;7;17
201200020547;20120418;6;1;7;17
201200020548;20120419;6;1;3;17
201200020549;20120509;6;1;2;17
201200020550;20120517;5;1;3;17
201200020551;20120521;6;2;7;17
201200020552;20120526;6;1;2;17
201200020553;20120617;6;1;3;17
201200020554;20120621;6;1;7;17
201200020555;20120623;6;1;7;17
201200020556;20120625;6;1;7;17
201200020557;20120706;6;1;7;17
201200020558;20120707;6;2;3;17
201200020559;20120718;6;1;3;17
201200020560;20120719;1;1;7;17
201200020561;20120721;5;1;7;17
201200020562;20120728;6;1;3;17
201200020563;20120730;6;1;7;17
201200020564;20120731;5;1;3;17
201200020565;20120814;1;2;1;17
201200020566;20120817;1;1;4;17
201200020567;20120817;1;1;3;17
201200020568;20120818;5;1;7;17
201200020569;20120821;6;1;3;17
201200020570;20120823;5;1;7;17
201200020571;20120828;6;1;7;17
201200020572;20120902;6;1;6;17
201200020573;20120915;6;1;7;17
201200020574;20120925;6;2;3;17
201200020575;20120927;6;1;7;17
201200020576;20121019;5;1;7;17
201200020577;20121020;5;1;3;17
201200020578;20121025;6;1;3;17
201200020579;20121030;5;1;7;17
201200020580;20121105;1;2;3;17
201200020581;20121109;6;1;7;17
201200020582;20121112;6;1;7;17
201200020583;20121115;1;1;3;17
201200020584;20121119;6;1;2;17
201200020585;20121119;6;1;2;17
201200020586;20121122;6;1;7;17
201200020587;20121123;6;1;7;17
201200020588;20121127;5;1;7;17
201200020589;20121128;1;1;7;17
201200020590;20121207;6;1;7;17
201200020591;20121209;6;1;3;17
201200020592;20121212;1;1;6;17
201200020593;20121218;1;1;7;17
201200020594;20120102;7;1;2;17
201200020595;20120103;7;1;7;17
201200020596;20120103;7;1;6;17
201200020597;20120109;7;1;2;17
201200020598;20120109;7;1;6;17
201200020599;20120110;7;1;7;17
201200020600;20120111;5;1;3;17
201200020601;20120111;7;1;3;17
201200020602;20120113;1;1;7;17
201200020603;20120113;7;1;3;17
201200020604;20120121;4;1;6;17
201200020605;20120123;5;1;2;17
201200020606;20120126;4;1;3;17
201200020607;20120127;1;1;7;17
201200020608;20120127;1;1;3;17
201200020609;20120131;7;1;3;17
201200020610;20120131;1;1;4;17
201200020611;20120201;7;1;6;17
201200020612;20120204;5;1;7;17
201200020613;20120205;4;4;1;17
201200020614;20120208;7;4;7;17
201200020615;20120212;7;1;3;17
201200020616;20120216;7;1;6;17
201200020617;20120217;7;1;2;17
201200020618;20120221;7;1;7;17
201200020619;20120222;1;1;4;17
201200020620;20120224;4;1;2;17
201200020621;20120224;7;1;6;17
201200020622;20120224;7;1;7;17
201200020623;20120228;4;1;7;17
201200020624;20120302;7;1;7;17
201200020625;20120306;5;1;7;17
201200020626;20120306;5;1;3;17
201200020627;20120307;7;1;6;17
201200020628;20120309;5;1;7;17
201200020629;20120309;7;1;2;17
201200020630;20120312;7;1;6;17
201200020631;20120313;7;1;3;17
201200020632;20120314;7;1;2;17
201200020633;20120314;5;1;1;17
201200020634;20120315;7;1;1;17
201200020635;20120316;5;1;2;17
201200020636;20120318;1;1;6;17
201200020637;20120318;7;1;7;17
201200020638;20120321;7;1;2;17
201200020639;20120323;7;7;3;17
201200020640;20120324;7;1;3;17
201200020641;20120326;7;1;7;17
201200020642;20120327;7;1;1;17
201200020643;20120328;7;1;6;17
201200020644;20120328;7;1;1;17
201200020645;20120331;7;1;7;17
201200020646;20120331;7;1;7;17
201200020647;20120401;7;1;3;17
201200020648;20120402;4;1;1;17
201200020649;20120403;1;1;3;17
201200020650;20120403;7;1;7;17
201200020651;20120404;1;1;2;17
201200020652;20120404;7;1;5;17
201200020653;20120406;7;1;3;17
201200020654;20120406;4;1;6;17
201200020655;20120407;7;1;6;17
201200020656;20120409;7;1;2;17
201200020657;20120410;7;1;1;17
201200020658;20120411;7;1;3;17
201200020659;20120412;7;1;4;17
201200020660;20120413;7;1;6;17
201200020661;20120413;1;1;4;17
201200020662;20120417;7;1;7;17
201200020663;20120417;7;1;3;17
201200020664;20120419;1;1;6;17
201200020665;20120420;7;1;2;17
201200020666;20120420;7;1;3;17
201200020667;20120421;7;1;7;17
201200020668;20120423;1;1;6;17
201200020669;20120424;5;1;6;17
201200020670;20120426;7;1;3;17
201200020671;20120428;1;2;7;17
