id_lieux;Num_Acc;codr;catr
2012000140321;201200014032;1;4
2012000140322;201200014032;2;4
2012000140331;201200014033;1;4
2012000140341;201200014034;1;3
2012000140351;201200014035;1;2
2012000140362;201200014036;2;4
2012000140361;201200014036;1;4
2012000140372;201200014037;2;4
2012000140371;201200014037;1;4
2012000140381;201200014038;1;4
2012000140391;201200014039;1;2
2012000140401;201200014040;1;4
2012000140411;201200014041;1;3
2012000140421;201200014042;1;4
2012000140432;201200014043;2;4
2012000140431;201200014043;1;4
2012000140441;201200014044;1;4
2012000140451;201200014045;1;4
2012000140461;201200014046;1;3
2012000140471;201200014047;1;2
2012000140472;201200014047;2;2
2012000140481;201200014048;1;2
2012000140482;201200014048;2;2
2012000140491;201200014049;1;4
2012000140492;201200014049;2;4
2012000140501;201200014050;1;4
2012000140511;201200014051;1;3
2012000140521;201200014052;1;3
2012000140522;201200014052;2;4
2012000140531;201200014053;1;2
2012000140541;201200014054;1;2
2012000140542;201200014054;2;4
2012000140551;201200014055;1;9
2012000140552;201200014055;2;9
2012000140561;201200014056;1;3
2012000140571;201200014057;1;3
2012000140581;201200014058;1;4
2012000140591;201200014059;1;4
2012000140601;201200014060;1;4
2012000140611;201200014061;1;3
2012000140612;201200014061;2;3
2012000140621;201200014062;1;3
2012000140631;201200014063;1;2
2012000140641;201200014064;1;4
2012000140651;201200014065;1;4
2012000140661;201200014066;1;4
2012000140672;201200014067;2;4
2012000140671;201200014067;1;4
2012000140681;201200014068;1;2
2012000140691;201200014069;1;4
2012000140701;201200014070;1;4
2012000140711;201200014071;1;3
2012000140721;201200014072;1;4
2012000140732;201200014073;2;9
2012000140731;201200014073;1;9
2012000140741;201200014074;1;2
2012000140751;201200014075;1;3
2012000140761;201200014076;1;3
2012000140771;201200014077;1;3
2012000140781;201200014078;1;4
2012000140791;201200014079;1;3
2012000140792;201200014079;2;3
2012000140801;201200014080;1;3
2012000140811;201200014081;1;3
2012000140821;201200014082;1;4
2012000140832;201200014083;2;3
2012000140831;201200014083;1;3
2012000140841;201200014084;1;4
2012000140851;201200014085;1;3
2012000140861;201200014086;1;2
2012000140871;201200014087;1;4
2012000140882;201200014088;2;4
2012000140881;201200014088;1;4
2012000140892;201200014089;2;1
2012000140891;201200014089;1;3
2012000140901;201200014090;1;2
2012000140911;201200014091;1;4
2012000140921;201200014092;1;3
2012000140931;201200014093;1;3
2012000140941;201200014094;1;3
2012000140951;201200014095;1;3
2012000140961;201200014096;1;4
2012000140972;201200014097;2;3
2012000140971;201200014097;1;3
2012000140981;201200014098;1;3
2012000140982;201200014098;2;3
2012000140991;201200014099;1;3
2012000141002;201200014100;2;4
2012000141001;201200014100;1;4
2012000141011;201200014101;1;4
2012000141021;201200014102;1;4
2012000141031;201200014103;1;3
2012000141041;201200014104;1;3
2012000141051;201200014105;1;2
2012000141061;201200014106;1;4
2012000141071;201200014107;1;3
2012000141081;201200014108;1;3
2012000141092;201200014109;2;4
2012000141091;201200014109;1;4
2012000141101;201200014110;1;4
2012000141111;201200014111;1;4
2012000141121;201200014112;1;3
2012000141131;201200014113;1;4
2012000141132;201200014113;2;4
2012000141141;201200014114;1;4
2012000141151;201200014115;1;4
2012000141162;201200014116;2;4
2012000141161;201200014116;1;4
2012000141172;201200014117;2;4
2012000141171;201200014117;1;4
2012000141181;201200014118;1;4
2012000141182;201200014118;2;4
2012000141191;201200014119;1;3
2012000141201;201200014120;1;4
2012000141202;201200014120;2;4
2012000141211;201200014121;1;3
2012000141212;201200014121;2;4
2012000141221;201200014122;1;3
2012000141231;201200014123;1;4
2012000141232;201200014123;2;4
2012000141241;201200014124;1;9
2012000141251;201200014125;1;4
2012000141261;201200014126;1;3
2012000141271;201200014127;1;3
2012000141281;201200014128;1;3
2012000141282;201200014128;2;4
2012000141292;201200014129;2;4
2012000141291;201200014129;1;4
2012000141301;201200014130;1;3
2012000141311;201200014131;1;4
2012000141321;201200014132;1;3
2012000141332;201200014133;2;3
2012000141331;201200014133;1;4
2012000141341;201200014134;1;4
2012000141351;201200014135;1;4
2012000141361;201200014136;1;4
2012000141371;201200014137;1;3
2012000141381;201200014138;1;3
2012000141391;201200014139;1;3
2012000141401;201200014140;1;3
2012000141402;201200014140;2;3
2012000141411;201200014141;1;4
2012000141421;201200014142;1;3
2012000141431;201200014143;1;3
2012000141432;201200014143;2;3
2012000141441;201200014144;1;3
2012000141451;201200014145;1;3
2012000141461;201200014146;1;3
2012000141471;201200014147;1;3
2012000141481;201200014148;1;4
2012000141491;201200014149;1;4
2012000141501;201200014150;1;3
2012000141511;201200014151;1;3
2012000141521;201200014152;1;3
2012000141531;201200014153;1;2
2012000141541;201200014154;1;3
2012000141551;201200014155;1;2
2012000141561;201200014156;1;2
2012000141572;201200014157;2;2
2012000141571;201200014157;1;2
2012000141581;201200014158;1;4
2012000141592;201200014159;2;2
2012000141591;201200014159;1;4
2012000141601;201200014160;1;4
2012000141602;201200014160;2;6
2012000141611;201200014161;1;4
2012000141621;201200014162;1;4
2012000141622;201200014162;2;4
2012000141631;201200014163;1;2
2012000141641;201200014164;1;3
2012000141651;201200014165;1;2
2012000141662;201200014166;2;4
2012000141661;201200014166;1;9
2012000141671;201200014167;1;4
2012000141672;201200014167;2;4
2012000141681;201200014168;1;3
2012000141692;201200014169;2;9
2012000141691;201200014169;1;9
2012000141701;201200014170;1;3
2012000141711;201200014171;1;4
2012000141721;201200014172;1;4
2012000141722;201200014172;2;4
2012000141732;201200014173;2;4
2012000141731;201200014173;1;4
2012000141742;201200014174;2;4
2012000141741;201200014174;1;4
2012000141751;201200014175;1;4
2012000141761;201200014176;1;4
2012000141771;201200014177;1;4
2012000141772;201200014177;2;4
2012000141781;201200014178;1;2
2012000141791;201200014179;1;4
2012000141801;201200014180;1;4
2012000141802;201200014180;2;4
2012000141811;201200014181;1;3
2012000141812;201200014181;2;9
2012000141821;201200014182;1;3
2012000141832;201200014183;2;4
2012000141831;201200014183;1;4
2012000141841;201200014184;1;3
2012000141851;201200014185;1;4
2012000141861;201200014186;1;4
2012000141871;201200014187;1;3
2012000141872;201200014187;2;3
2012000141881;201200014188;1;2
2012000141882;201200014188;2;2
2012000141891;201200014189;1;3
2012000141901;201200014190;1;4
2012000141911;201200014191;1;4
2012000141921;201200014192;1;3
2012000141931;201200014193;1;4
2012000141941;201200014194;1;4
2012000141951;201200014195;1;4
2012000141952;201200014195;2;4
2012000141961;201200014196;1;4
2012000141971;201200014197;1;4
2012000141981;201200014198;1;9
2012000141991;201200014199;1;4
2012000142001;201200014200;1;4
2012000142011;201200014201;1;2
2012000142021;201200014202;1;3
2012000142031;201200014203;1;9
2012000142041;201200014204;1;4
2012000142051;201200014205;1;2
2012000142061;201200014206;1;4
2012000142071;201200014207;1;4
2012000142081;201200014208;1;4
2012000142082;201200014208;2;4
2012000142091;201200014209;1;3
2012000142101;201200014210;1;3
2012000142111;201200014211;1;4
2012000142121;201200014212;1;3
2012000142131;201200014213;1;4
2012000142132;201200014213;2;4
2012000142141;201200014214;1;4
2012000142151;201200014215;1;4
2012000142161;201200014216;1;3
2012000142171;201200014217;1;4
2012000142181;201200014218;1;4
2012000142191;201200014219;1;3
2012000142201;201200014220;1;2
2012000142211;201200014221;1;2
2012000142212;201200014221;2;2
2012000142221;201200014222;1;3
2012000142231;201200014223;1;4
2012000142241;201200014224;1;4
2012000142242;201200014224;2;4
2012000142251;201200014225;1;3
2012000142261;201200014226;1;4
2012000142271;201200014227;1;3
2012000142281;201200014228;1;3
2012000142291;201200014229;1;3
2012000142301;201200014230;1;3
2012000142311;201200014231;1;3
2012000142321;201200014232;1;3
2012000142332;201200014233;2;4
2012000142331;201200014233;1;4
2012000142341;201200014234;1;3
2012000142351;201200014235;1;4
2012000142361;201200014236;1;3
2012000142371;201200014237;1;4
2012000142381;201200014238;1;3
2012000142391;201200014239;1;4
2012000142401;201200014240;1;4
2012000142411;201200014241;1;3
2012000142421;201200014242;1;4
2012000142431;201200014243;1;4
2012000142441;201200014244;1;4
2012000142451;201200014245;1;4
2012000142461;201200014246;1;4
2012000142471;201200014247;1;4
2012000142472;201200014247;2;4
2012000142481;201200014248;1;3
2012000142482;201200014248;2;4
2012000142491;201200014249;1;4
2012000142492;201200014249;2;4
2012000142501;201200014250;1;4
2012000142511;201200014251;1;4
2012000142521;201200014252;1;3
2012000142531;201200014253;1;4
2012000142541;201200014254;1;4
2012000142551;201200014255;1;4
2012000142561;201200014256;1;4
2012000142571;201200014257;1;4
2012000142581;201200014258;1;4
2012000142591;201200014259;1;2
2012000142592;201200014259;2;2
2012000142601;201200014260;1;4
2012000142611;201200014261;1;3
2012000142621;201200014262;1;3
2012000142622;201200014262;2;3
2012000142631;201200014263;1;3
2012000142641;201200014264;1;3
2012000142651;201200014265;1;4
2012000142661;201200014266;1;4
2012000142671;201200014267;1;4
2012000142681;201200014268;1;4
2012000142691;201200014269;1;4
2012000142701;201200014270;1;4
2012000142711;201200014271;1;3
2012000142721;201200014272;1;4
2012000142731;201200014273;1;4
2012000142732;201200014273;2;4
2012000142741;201200014274;1;9
2012000142742;201200014274;2;9
2012000142751;201200014275;1;4
2012000142761;201200014276;1;3
2012000142771;201200014277;1;4
2012000142781;201200014278;1;4
2012000142791;201200014279;1;4
2012000142801;201200014280;1;4
2012000142811;201200014281;1;4
2012000142821;201200014282;1;4
2012000142822;201200014282;2;4
2012000142831;201200014283;1;4
2012000142841;201200014284;1;4
2012000142851;201200014285;1;4
2012000142861;201200014286;1;4
2012000142872;201200014287;2;4
2012000142871;201200014287;1;4
2012000142882;201200014288;2;4
2012000142881;201200014288;1;4
2012000142891;201200014289;1;4
2012000142901;201200014290;1;4
2012000142911;201200014291;1;4
2012000142912;201200014291;2;4
2012000142921;201200014292;1;4
2012000142931;201200014293;1;4
2012000142941;201200014294;1;3
2012000142951;201200014295;1;4
2012000142961;201200014296;1;9
2012000142971;201200014297;1;3
2012000142981;201200014298;1;3
2012000142991;201200014299;1;4
2012000143001;201200014300;1;4
2012000143011;201200014301;1;2
2012000143021;201200014302;1;3
2012000143031;201200014303;1;4
2012000143041;201200014304;1;4
2012000143052;201200014305;2;4
2012000143051;201200014305;1;4
2012000143062;201200014306;2;4
2012000143061;201200014306;1;4
2012000143071;201200014307;1;4
2012000143081;201200014308;1;3
2012000143091;201200014309;1;4
2012000143101;201200014310;1;4
2012000143111;201200014311;1;4
2012000143121;201200014312;1;4
2012000143131;201200014313;1;3
2012000143141;201200014314;1;4
2012000143151;201200014315;1;4
2012000143161;201200014316;1;4
2012000143171;201200014317;1;4
2012000143181;201200014318;1;4
2012000143182;201200014318;2;4
2012000143191;201200014319;1;4
2012000143201;201200014320;1;4
2012000143211;201200014321;1;4
2012000143221;201200014322;1;4
2012000143231;201200014323;1;4
2012000143241;201200014324;1;2
2012000143242;201200014324;2;4
2012000143251;201200014325;1;4
2012000143261;201200014326;1;9
2012000143271;201200014327;1;4
2012000143281;201200014328;1;3
2012000143291;201200014329;1;3
2012000143301;201200014330;1;4
2012000143311;201200014331;1;3
2012000143322;201200014332;2;3
2012000143321;201200014332;1;3
2012000143331;201200014333;1;4
2012000143341;201200014334;1;4
2012000143351;201200014335;1;9
2012000143352;201200014335;2;9
2012000143361;201200014336;1;4
2012000143371;201200014337;1;4
2012000143381;201200014338;1;4
2012000143391;201200014339;1;4
2012000143401;201200014340;1;4
2012000143411;201200014341;1;4
2012000143421;201200014342;1;3
2012000143431;201200014343;1;4
2012000143441;201200014344;1;4
2012000143451;201200014345;1;6
2012000143461;201200014346;1;3
2012000143471;201200014347;1;4
2012000143481;201200014348;1;4
2012000143491;201200014349;1;4
2012000143492;201200014349;2;4
2012000143501;201200014350;1;3
2012000143511;201200014351;1;4
2012000143521;201200014352;1;5
2012000143531;201200014353;1;4
2012000143541;201200014354;1;4
2012000143551;201200014355;1;2
2012000143561;201200014356;1;4
2012000143562;201200014356;2;4
2012000143571;201200014357;1;4
2012000143581;201200014358;1;3
2012000143591;201200014359;1;4
2012000143592;201200014359;2;4
2012000143601;201200014360;1;4
2012000143611;201200014361;1;4
2012000143621;201200014362;1;4
2012000143631;201200014363;1;4
2012000143641;201200014364;1;4
2012000143651;201200014365;1;4
2012000143661;201200014366;1;4
2012000143671;201200014367;1;4
2012000143681;201200014368;1;4
2012000143692;201200014369;2;4
2012000143691;201200014369;1;4
2012000143701;201200014370;1;4
2012000143712;201200014371;2;4
2012000143711;201200014371;1;4
2012000143721;201200014372;1;4
2012000143731;201200014373;1;4
2012000143741;201200014374;1;4
2012000143751;201200014375;1;4
2012000143761;201200014376;1;3
2012000143771;201200014377;1;3
2012000143781;201200014378;1;4
2012000143791;201200014379;1;2
2012000143792;201200014379;2;4
2012000143801;201200014380;1;2
2012000143811;201200014381;1;4
2012000143812;201200014381;2;4
2012000143821;201200014382;1;4
2012000143831;201200014383;1;4
2012000143842;201200014384;2;4
2012000143841;201200014384;1;4
2012000143851;201200014385;1;3
2012000143861;201200014386;1;4
2012000143871;201200014387;1;4
2012000143881;201200014388;1;4
2012000143891;201200014389;1;4
2012000143901;201200014390;1;4
2012000143902;201200014390;2;4
2012000143911;201200014391;1;4
2012000143921;201200014392;1;4
2012000143931;201200014393;1;4
2012000143941;201200014394;1;4
2012000143951;201200014395;1;4
2012000143961;201200014396;1;3
2012000143971;201200014397;1;3
2012000143981;201200014398;1;4
2012000143992;201200014399;2;4
2012000143991;201200014399;1;4
2012000144001;201200014400;1;4
2012000144002;201200014400;2;4
2012000144012;201200014401;2;4
2012000144013;201200014401;3;4
2012000144011;201200014401;1;4
2012000144021;201200014402;1;6
2012000144031;201200014403;1;4
2012000144041;201200014404;1;4
2012000144051;201200014405;1;4
2012000144061;201200014406;1;4
2012000144071;201200014407;1;4
2012000144081;201200014408;1;4
2012000144082;201200014408;2;4
2012000144091;201200014409;1;4
2012000144092;201200014409;2;4
2012000144101;201200014410;1;4
2012000144111;201200014411;1;4
2012000144121;201200014412;1;4
2012000144131;201200014413;1;4
2012000144141;201200014414;1;4
2012000144151;201200014415;1;4
2012000144161;201200014416;1;4
2012000144171;201200014417;1;4
2012000144181;201200014418;1;4
2012000144191;201200014419;1;4
2012000144201;201200014420;1;6
2012000144211;201200014421;1;3
2012000144221;201200014422;1;4
2012000144232;201200014423;2;4
2012000144231;201200014423;1;4
2012000144241;201200014424;1;4
2012000144251;201200014425;1;9
2012000144261;201200014426;1;4
2012000144271;201200014427;1;4
2012000144281;201200014428;1;2
2012000144291;201200014429;1;3
2012000144292;201200014429;2;3
2012000144302;201200014430;2;4
2012000144301;201200014430;1;4
2012000144311;201200014431;1;4
2012000144321;201200014432;1;3
2012000144331;201200014433;1;4
2012000144332;201200014433;2;4
2012000144341;201200014434;1;4
2012000144351;201200014435;1;4
2012000144361;201200014436;1;4
2012000144371;201200014437;1;4
2012000144381;201200014438;1;4
2012000144391;201200014439;1;4
2012000144401;201200014440;1;9
2012000144411;201200014441;1;5
2012000144421;201200014442;1;4
2012000144431;201200014443;1;2
2012000144441;201200014444;1;4
2012000144451;201200014445;1;4
2012000144461;201200014446;1;4
2012000144471;201200014447;1;4
2012000144481;201200014448;1;3
2012000144482;201200014448;2;4
2012000144492;201200014449;2;4
2012000144491;201200014449;1;4
2012000144501;201200014450;1;9
2012000144511;201200014451;1;3
2012000144521;201200014452;1;4
2012000144531;201200014453;1;4
2012000144542;201200014454;2;4
2012000144541;201200014454;1;4
2012000144551;201200014455;1;4
2012000144561;201200014456;1;4
2012000144571;201200014457;1;4
2012000144581;201200014458;1;4
2012000144591;201200014459;1;4
2012000144601;201200014460;1;3
2012000144611;201200014461;1;9
2012000144621;201200014462;1;4
2012000144631;201200014463;1;6
2012000144641;201200014464;1;6
2012000144651;201200014465;1;4
2012000144662;201200014466;2;3
2012000144661;201200014466;1;4
2012000144672;201200014467;2;4
2012000144671;201200014467;1;4
2012000144681;201200014468;1;4
2012000144692;201200014469;2;4
2012000144691;201200014469;1;4
2012000144702;201200014470;2;4
2012000144701;201200014470;1;4
2012000144711;201200014471;1;4
2012000144721;201200014472;1;4
2012000144731;201200014473;1;3
2012000144741;201200014474;1;4
2012000144751;201200014475;1;2
2012000144761;201200014476;1;4
2012000144771;201200014477;1;3
2012000144781;201200014478;1;4
2012000144791;201200014479;1;4
2012000144801;201200014480;1;4
2012000144811;201200014481;1;4
2012000144822;201200014482;2;1
2012000144821;201200014482;1;4
2012000144831;201200014483;1;4
2012000144841;201200014484;1;4
2012000144852;201200014485;2;4
2012000144851;201200014485;1;4
2012000144861;201200014486;1;4
2012000144871;201200014487;1;4
2012000144881;201200014488;1;4
2012000144891;201200014489;1;4
2012000144901;201200014490;1;2
2012000144911;201200014491;1;4
2012000144921;201200014492;1;4
2012000144932;201200014493;2;4
2012000144931;201200014493;1;5
2012000144941;201200014494;1;3
2012000144951;201200014495;1;2
2012000144952;201200014495;2;4
2012000144961;201200014496;1;4
2012000144971;201200014497;1;4
2012000144981;201200014498;1;4
2012000144991;201200014499;1;3
2012000145001;201200014500;1;3
2012000145011;201200014501;1;4
2012000145021;201200014502;1;4
2012000145022;201200014502;2;4
2012000145031;201200014503;1;4
2012000145041;201200014504;1;4
2012000145042;201200014504;2;4
2012000145051;201200014505;1;4
2012000145061;201200014506;1;4
2012000145071;201200014507;1;3
2012000145081;201200014508;1;4
2012000145091;201200014509;1;4
2012000145101;201200014510;1;4
2012000145111;201200014511;1;3
2012000145112;201200014511;2;4
2012000145121;201200014512;1;4
2012000145131;201200014513;1;4
2012000145141;201200014514;1;4
2012000145151;201200014515;1;4
2012000145161;201200014516;1;3
2012000145171;201200014517;1;4
2012000145181;201200014518;1;4
2012000145191;201200014519;1;4
2012000145192;201200014519;2;4
2012000145201;201200014520;1;4
2012000145211;201200014521;1;4
2012000145221;201200014522;1;4
2012000145222;201200014522;2;4
2012000145232;201200014523;2;4
2012000145231;201200014523;1;4
2012000145241;201200014524;1;4
2012000145251;201200014525;1;3
2012000145261;201200014526;1;2
2012000145262;201200014526;2;4
2012000145271;201200014527;1;4
2012000145282;201200014528;2;4
2012000145281;201200014528;1;4
2012000145291;201200014529;1;4
2012000145301;201200014530;1;4
2012000145311;201200014531;1;4
2012000145312;201200014531;2;4
2012000145321;201200014532;1;4
2012000145331;201200014533;1;4
2012000145341;201200014534;1;4
2012000145352;201200014535;2;4
2012000145351;201200014535;1;4
2012000145361;201200014536;1;3
2012000145362;201200014536;2;4
2012000145371;201200014537;1;4
2012000145372;201200014537;2;4
2012000145381;201200014538;1;4
2012000145391;201200014539;1;4
2012000145392;201200014539;2;4
2012000145401;201200014540;1;3
2012000145411;201200014541;1;4
2012000145422;201200014542;2;4
2012000145421;201200014542;1;4
2012000145431;201200014543;1;4
2012000145442;201200014544;2;4
2012000145441;201200014544;1;4
2012000145452;201200014545;2;4
2012000145451;201200014545;1;4
2012000145461;201200014546;1;4
2012000145462;201200014546;2;4
2012000145471;201200014547;1;4
2012000145482;201200014548;2;4
2012000145481;201200014548;1;4
2012000145491;201200014549;1;4
2012000145492;201200014549;2;4
2012000145501;201200014550;1;4
2012000145511;201200014551;1;4
2012000145512;201200014551;2;4
2012000145521;201200014552;1;3
2012000145531;201200014553;1;4
2012000145541;201200014554;1;4
2012000145551;201200014555;1;4
2012000145561;201200014556;1;4
2012000145572;201200014557;2;4
2012000145571;201200014557;1;4
2012000145581;201200014558;1;3
2012000145591;201200014559;1;3
2012000145601;201200014560;1;4
2012000145611;201200014561;1;4
2012000145621;201200014562;1;4
2012000145631;201200014563;1;3
2012000145641;201200014564;1;4
2012000145652;201200014565;2;4
2012000145651;201200014565;1;4
2012000145661;201200014566;1;4
2012000145671;201200014567;1;4
2012000145682;201200014568;2;4
2012000145681;201200014568;1;4
2012000145691;201200014569;1;4
2012000145701;201200014570;1;4
2012000145711;201200014571;1;4
2012000145721;201200014572;1;4
2012000145731;201200014573;1;4
2012000145741;201200014574;1;4
2012000145751;201200014575;1;4
2012000145761;201200014576;1;4
2012000145772;201200014577;2;4
2012000145771;201200014577;1;4
2012000145781;201200014578;1;4
2012000145782;201200014578;2;4
2012000145791;201200014579;1;5
2012000145801;201200014580;1;4
2012000145811;201200014581;1;4
2012000145821;201200014582;1;4
2012000145831;201200014583;1;4
2012000145841;201200014584;1;4
2012000145851;201200014585;1;4
2012000145852;201200014585;2;4
2012000145861;201200014586;1;5
2012000145871;201200014587;1;4
2012000145881;201200014588;1;3
2012000145891;201200014589;1;4
2012000145901;201200014590;1;4
2012000145911;201200014591;1;4
2012000145922;201200014592;2;4
2012000145921;201200014592;1;4
2012000145931;201200014593;1;3
2012000145941;201200014594;1;4
2012000145951;201200014595;1;4
2012000145961;201200014596;1;4
2012000145971;201200014597;1;4
2012000145981;201200014598;1;4
2012000145991;201200014599;1;3
2012000146001;201200014600;1;4
2012000146011;201200014601;1;4
2012000146021;201200014602;1;4
2012000146031;201200014603;1;4
2012000146032;201200014603;2;4
2012000146041;201200014604;1;4
2012000146051;201200014605;1;4
2012000146061;201200014606;1;4
2012000146071;201200014607;1;4
2012000146081;201200014608;1;4
2012000146082;201200014608;2;4
2012000146091;201200014609;1;3
2012000146101;201200014610;1;4
2012000146111;201200014611;1;3
2012000146121;201200014612;1;4
2012000146131;201200014613;1;4
2012000146141;201200014614;1;4
2012000146151;201200014615;1;4
2012000146152;201200014615;2;4
2012000146161;201200014616;1;4
2012000146171;201200014617;1;4
2012000146181;201200014618;1;4
2012000146191;201200014619;1;3
2012000146201;201200014620;1;4
2012000146202;201200014620;2;4
2012000146212;201200014621;2;4
2012000146211;201200014621;1;4
2012000146221;201200014622;1;4
2012000146231;201200014623;1;4
2012000146232;201200014623;2;4
2012000146241;201200014624;1;4
2012000146251;201200014625;1;3
2012000146252;201200014625;2;4
2012000146261;201200014626;1;4
2012000146271;201200014627;1;4
2012000146272;201200014627;2;4
2012000146282;201200014628;2;3
2012000146281;201200014628;1;4
2012000146291;201200014629;1;4
2012000146301;201200014630;1;4
2012000146312;201200014631;2;4
2012000146311;201200014631;1;4
2012000146321;201200014632;1;4
2012000146331;201200014633;1;4
2012000146341;201200014634;1;4
2012000146351;201200014635;1;4
2012000146361;201200014636;1;4
2012000146371;201200014637;1;4
2012000146381;201200014638;1;4
2012000146391;201200014639;1;4
2012000146402;201200014640;2;4
2012000146401;201200014640;1;4
2012000146411;201200014641;1;4
2012000146421;201200014642;1;4
2012000146432;201200014643;2;4
2012000146431;201200014643;1;4
2012000146441;201200014644;1;4
2012000146451;201200014645;1;4
2012000146461;201200014646;1;4
2012000146462;201200014646;2;4
2012000146471;201200014647;1;3
2012000146481;201200014648;1;4
2012000146491;201200014649;1;2
2012000146501;201200014650;1;4
2012000146512;201200014651;2;4
2012000146511;201200014651;1;4
2012000146521;201200014652;1;4
2012000146531;201200014653;1;4
2012000146532;201200014653;2;4
2012000146542;201200014654;2;4
2012000146541;201200014654;1;4
2012000146551;201200014655;1;2
2012000146561;201200014656;1;4
2012000146571;201200014657;1;4
2012000146582;201200014658;2;4
2012000146581;201200014658;1;4
2012000146591;201200014659;1;4
2012000146601;201200014660;1;4
2012000146602;201200014660;2;4
2012000146612;201200014661;2;4
2012000146611;201200014661;1;4
2012000146621;201200014662;1;4
2012000146631;201200014663;1;4
2012000146641;201200014664;1;4
2012000146651;201200014665;1;4
2012000146652;201200014665;2;4
2012000146661;201200014666;1;4
2012000146672;201200014667;2;4
2012000146671;201200014667;1;4
2012000146681;201200014668;1;2
2012000146691;201200014669;1;3
2012000146701;201200014670;1;3
2012000146712;201200014671;2;4
2012000146711;201200014671;1;4
2012000146722;201200014672;2;4
2012000146721;201200014672;1;4
2012000146731;201200014673;1;4
2012000146741;201200014674;1;3
2012000146751;201200014675;1;4
2012000146761;201200014676;1;4
2012000146771;201200014677;1;4
2012000146781;201200014678;1;4
2012000146782;201200014678;2;4
2012000146791;201200014679;1;4
2012000146801;201200014680;1;4
2012000146811;201200014681;1;4
2012000146821;201200014682;1;4
2012000146831;201200014683;1;4
2012000146841;201200014684;1;4
2012000146851;201200014685;1;4
2012000146861;201200014686;1;3
2012000146871;201200014687;1;4
2012000146881;201200014688;1;4
2012000146891;201200014689;1;3
2012000146901;201200014690;1;4
2012000146911;201200014691;1;4
2012000146921;201200014692;1;4
2012000146931;201200014693;1;4
2012000146941;201200014694;1;4
2012000146952;201200014695;2;4
2012000146951;201200014695;1;4
2012000146962;201200014696;2;4
2012000146961;201200014696;1;4
2012000146971;201200014697;1;4
2012000146972;201200014697;2;4
2012000146981;201200014698;1;4
2012000146991;201200014699;1;3
2012000147001;201200014700;1;3
2012000147011;201200014701;1;4
2012000147021;201200014702;1;4
2012000147031;201200014703;1;2
2012000147041;201200014704;1;4
2012000147051;201200014705;1;4
2012000147061;201200014706;1;4
2012000147072;201200014707;2;4
2012000147071;201200014707;1;4
2012000147081;201200014708;1;9
2012000147091;201200014709;1;4
2012000147101;201200014710;1;4
2012000147111;201200014711;1;2
2012000147121;201200014712;1;4
2012000147132;201200014713;2;4
2012000147131;201200014713;1;4
2012000147141;201200014714;1;4
2012000147151;201200014715;1;4
2012000147161;201200014716;1;4
2012000147162;201200014716;2;4
2012000147172;201200014717;2;4
2012000147171;201200014717;1;4
2012000147182;201200014718;2;4
2012000147181;201200014718;1;5
2012000147191;201200014719;1;9
2012000147201;201200014720;1;4
2012000147211;201200014721;1;4
2012000147221;201200014722;1;4
2012000147222;201200014722;2;4
2012000147231;201200014723;1;4
2012000147241;201200014724;1;4
2012000147251;201200014725;1;4
2012000147261;201200014726;1;3
2012000147271;201200014727;1;4
2012000147281;201200014728;1;4
2012000147292;201200014729;2;9
2012000147291;201200014729;1;9
2012000147301;201200014730;1;4
2012000147311;201200014731;1;4
2012000147321;201200014732;1;4
2012000147331;201200014733;1;4
2012000147341;201200014734;1;9
2012000147351;201200014735;1;4
2012000147361;201200014736;1;6
2012000147371;201200014737;1;4
2012000147381;201200014738;1;4
2012000147391;201200014739;1;4
2012000147401;201200014740;1;4
2012000147411;201200014741;1;4
2012000147421;201200014742;1;4
2012000147432;201200014743;2;2
2012000147431;201200014743;1;3
2012000147441;201200014744;1;4
2012000147451;201200014745;1;4
2012000147452;201200014745;2;4
2012000147461;201200014746;1;2
2012000147471;201200014747;1;3
2012000147481;201200014748;1;4
2012000147491;201200014749;1;4
2012000147501;201200014750;1;4
2012000147511;201200014751;1;4
2012000147512;201200014751;2;4
2012000147521;201200014752;1;4
2012000147531;201200014753;1;4
2012000147541;201200014754;1;4
2012000147552;201200014755;2;5
2012000147551;201200014755;1;5
2012000147561;201200014756;1;4
2012000147571;201200014757;1;4
2012000147581;201200014758;1;4
2012000147592;201200014759;2;4
2012000147591;201200014759;1;4
2012000147601;201200014760;1;4
2012000147611;201200014761;1;4
2012000147622;201200014762;2;4
2012000147621;201200014762;1;4
2012000147631;201200014763;1;4
2012000147632;201200014763;2;4
2012000147641;201200014764;1;3
2012000147642;201200014764;2;3
2012000147651;201200014765;1;4
2012000147661;201200014766;1;4
2012000147671;201200014767;1;4
2012000147681;201200014768;1;3
2012000147691;201200014769;1;4
2012000147701;201200014770;1;4
2012000147711;201200014771;1;3
2012000147712;201200014771;2;3
2012000147721;201200014772;1;4
2012000147722;201200014772;2;4
2012000147731;201200014773;1;4
2012000147741;201200014774;1;4
2012000147752;201200014775;2;4
2012000147751;201200014775;1;4
2012000147761;201200014776;1;4
2012000147772;201200014777;2;4
2012000147771;201200014777;1;9
2012000147781;201200014778;1;4
2012000147791;201200014779;1;4
2012000147792;201200014779;2;4
2012000147793;201200014779;3;4
2012000147801;201200014780;1;4
2012000147812;201200014781;2;4
2012000147811;201200014781;1;4
2012000147821;201200014782;1;4
2012000147822;201200014782;2;4
2012000147832;201200014783;2;4
2012000147831;201200014783;1;4
