id_lieux;Num_Acc;codr;catr
2012000001201;201200000120;1;4
2012000001211;201200000121;1;3
2012000001221;201200000122;1;3
2012000001222;201200000122;2;3
2012000001231;201200000123;1;3
2012000001241;201200000124;1;3
2012000001251;201200000125;1;4
2012000001261;201200000126;1;3
2012000001271;201200000127;1;3
2012000001281;201200000128;1;3
2012000001291;201200000129;1;3
2012000001301;201200000130;1;3
2012000001311;201200000131;1;4
2012000001321;201200000132;1;3
2012000001331;201200000133;1;2
2012000001341;201200000134;1;3
2012000001351;201200000135;1;3
2012000001361;201200000136;1;4
2012000001371;201200000137;1;3
2012000001381;201200000138;1;3
2012000001391;201200000139;1;3
2012000001401;201200000140;1;3
2012000001411;201200000141;1;4
2012000001421;201200000142;1;4
2012000001431;201200000143;1;3
2012000001441;201200000144;1;3
2012000001451;201200000145;1;3
2012000001461;201200000146;1;3
2012000001471;201200000147;1;3
2012000001481;201200000148;1;3
2012000001491;201200000149;1;3
2012000001492;201200000149;2;4
2012000001501;201200000150;1;3
2012000001512;201200000151;2;3
2012000001511;201200000151;1;3
2012000001521;201200000152;1;3
2012000001531;201200000153;1;3
2012000001541;201200000154;1;3
2012000001551;201200000155;1;3
2012000001561;201200000156;1;3
2012000001571;201200000157;1;4
2012000001581;201200000158;1;3
2012000001591;201200000159;1;3
2012000001601;201200000160;1;3
2012000001611;201200000161;1;3
2012000001621;201200000162;1;4
2012000001631;201200000163;1;3
2012000001641;201200000164;1;3
2012000001651;201200000165;1;3
2012000001661;201200000166;1;4
2012000001671;201200000167;1;3
2012000001681;201200000168;1;3
2012000001691;201200000169;1;3
2012000001701;201200000170;1;3
2012000001711;201200000171;1;4
2012000001721;201200000172;1;3
2012000001731;201200000173;1;3
2012000001741;201200000174;1;3
2012000001751;201200000175;1;3
2012000001762;201200000176;2;3
2012000001761;201200000176;1;3
2012000001771;201200000177;1;3
2012000001781;201200000178;1;3
2012000001791;201200000179;1;3
2012000001801;201200000180;1;3
2012000001811;201200000181;1;3
2012000001821;201200000182;1;1
2012000001831;201200000183;1;1
2012000001841;201200000184;1;1
2012000001851;201200000185;1;1
2012000001861;201200000186;1;1
2012000001871;201200000187;1;3
2012000001881;201200000188;1;3
2012000001891;201200000189;1;2
2012000001901;201200000190;1;2
2012000001902;201200000190;2;4
2012000001911;201200000191;1;3
2012000001921;201200000192;1;3
2012000001931;201200000193;1;3
2012000001941;201200000194;1;3
2012000001951;201200000195;1;2
2012000001961;201200000196;1;2
2012000001971;201200000197;1;3
2012000001981;201200000198;1;3
2012000001991;201200000199;1;3
2012000002001;201200000200;1;3
2012000002011;201200000201;1;3
2012000002021;201200000202;1;3
2012000002031;201200000203;1;3
2012000002032;201200000203;2;3
2012000002041;201200000204;1;2
2012000002051;201200000205;1;3
2012000002061;201200000206;1;3
2012000002071;201200000207;1;4
2012000002081;201200000208;1;3
2012000002091;201200000209;1;3
2012000002102;201200000210;2;3
2012000002101;201200000210;1;9
2012000002111;201200000211;1;3
2012000002121;201200000212;1;3
2012000002131;201200000213;1;3
2012000002141;201200000214;1;3
2012000002151;201200000215;1;4
2012000002161;201200000216;1;3
2012000002171;201200000217;1;3
2012000002182;201200000218;2;4
2012000002181;201200000218;1;4
2012000002191;201200000219;1;3
2012000002201;201200000220;1;3
2012000002211;201200000221;1;4
2012000002221;201200000222;1;3
2012000002231;201200000223;1;3
2012000002241;201200000224;1;3
2012000002251;201200000225;1;3
2012000002261;201200000226;1;2
2012000002271;201200000227;1;3
2012000002281;201200000228;1;3
2012000002291;201200000229;1;3
2012000002301;201200000230;1;4
2012000002311;201200000231;1;3
2012000002321;201200000232;1;3
2012000002332;201200000233;2;3
2012000002331;201200000233;1;3
2012000002341;201200000234;1;3
2012000002351;201200000235;1;3
2012000002361;201200000236;1;3
2012000002371;201200000237;1;2
2012000002381;201200000238;1;3
2012000002391;201200000239;1;3
2012000002401;201200000240;1;3
2012000002402;201200000240;2;3
2012000002411;201200000241;1;4
2012000002412;201200000241;2;4
2012000002421;201200000242;1;3
2012000002431;201200000243;1;4
2012000002441;201200000244;1;3
2012000002452;201200000245;2;4
2012000002451;201200000245;1;4
2012000002461;201200000246;1;3
2012000002471;201200000247;1;3
2012000002481;201200000248;1;3
2012000002491;201200000249;1;3
2012000002501;201200000250;1;3
2012000002511;201200000251;1;3
2012000002521;201200000252;1;3
2012000002531;201200000253;1;3
2012000002541;201200000254;1;3
2012000002551;201200000255;1;2
2012000002561;201200000256;1;3
2012000002571;201200000257;1;3
2012000002581;201200000258;1;3
2012000002591;201200000259;1;3
2012000002601;201200000260;1;3
2012000002611;201200000261;1;3
2012000002621;201200000262;1;4
2012000002631;201200000263;1;3
2012000002641;201200000264;1;3
2012000002651;201200000265;1;3
2012000002661;201200000266;1;3
2012000002671;201200000267;1;3
2012000002681;201200000268;1;3
2012000002691;201200000269;1;4
2012000002701;201200000270;1;3
2012000002711;201200000271;1;3
2012000002721;201200000272;1;3
2012000002731;201200000273;1;3
2012000002741;201200000274;1;3
2012000002751;201200000275;1;3
2012000002761;201200000276;1;3
2012000002771;201200000277;1;4
2012000002781;201200000278;1;9
2012000002791;201200000279;1;4
2012000002801;201200000280;1;3
2012000002811;201200000281;1;3
2012000002821;201200000282;1;3
2012000002822;201200000282;2;4
2012000002831;201200000283;1;3
2012000002841;201200000284;1;3
2012000002851;201200000285;1;4
2012000002861;201200000286;1;3
2012000002862;201200000286;2;3
2012000002871;201200000287;1;4
2012000002881;201200000288;1;4
2012000002891;201200000289;1;3
2012000002901;201200000290;1;3
2012000002911;201200000291;1;3
2012000002921;201200000292;1;3
2012000002922;201200000292;2;3
2012000002931;201200000293;1;3
2012000002941;201200000294;1;3
2012000002951;201200000295;1;3
2012000002961;201200000296;1;3
2012000002971;201200000297;1;3
2012000002981;201200000298;1;3
2012000002991;201200000299;1;3
2012000003002;201200000300;2;3
2012000003001;201200000300;1;3
2012000003011;201200000301;1;3
2012000003021;201200000302;1;3
2012000003031;201200000303;1;2
2012000003041;201200000304;1;3
2012000003051;201200000305;1;3
2012000003061;201200000306;1;3
2012000003071;201200000307;1;3
2012000003081;201200000308;1;3
2012000003091;201200000309;1;3
2012000003101;201200000310;1;3
2012000003112;201200000311;2;3
2012000003111;201200000311;1;3
2012000003121;201200000312;1;3
2012000003131;201200000313;1;3
2012000003141;201200000314;1;3
2012000003151;201200000315;1;3
2012000003161;201200000316;1;3
2012000003171;201200000317;1;3
2012000003181;201200000318;1;3
2012000003192;201200000319;2;3
2012000003191;201200000319;1;3
2012000003201;201200000320;1;3
2012000003202;201200000320;2;4
2012000003211;201200000321;1;3
2012000003221;201200000322;1;3
2012000003231;201200000323;1;3
2012000003241;201200000324;1;3
2012000003251;201200000325;1;5
2012000003261;201200000326;1;3
2012000003271;201200000327;1;3
2012000003281;201200000328;1;4
2012000003291;201200000329;1;3
2012000003301;201200000330;1;3
2012000003302;201200000330;2;3
2012000003312;201200000331;2;3
2012000003311;201200000331;1;3
2012000003321;201200000332;1;3
2012000003331;201200000333;1;3
2012000003341;201200000334;1;3
2012000003351;201200000335;1;4
2012000003361;201200000336;1;3
2012000003371;201200000337;1;3
2012000003381;201200000338;1;3
2012000003382;201200000338;2;5
2012000003391;201200000339;1;3
2012000003401;201200000340;1;3
2012000003411;201200000341;1;3
2012000003421;201200000342;1;3
2012000003431;201200000343;1;3
2012000003432;201200000343;2;4
2012000003441;201200000344;1;3
2012000003452;201200000345;2;4
2012000003451;201200000345;1;4
2012000003461;201200000346;1;3
2012000003471;201200000347;1;3
2012000003481;201200000348;1;3
2012000003491;201200000349;1;3
2012000003501;201200000350;1;3
2012000003511;201200000351;1;3
2012000003521;201200000352;1;3
2012000003531;201200000353;1;3
2012000003541;201200000354;1;3
2012000003551;201200000355;1;3
2012000003561;201200000356;1;3
2012000003571;201200000357;1;3
2012000003581;201200000358;1;4
2012000003591;201200000359;1;3
2012000003601;201200000360;1;4
2012000003612;201200000361;2;4
2012000003611;201200000361;1;4
2012000003621;201200000362;1;3
2012000003631;201200000363;1;4
2012000003641;201200000364;1;3
2012000003651;201200000365;1;4
2012000003661;201200000366;1;3
2012000003671;201200000367;1;4
2012000003681;201200000368;1;2
2012000003691;201200000369;1;3
2012000003701;201200000370;1;3
2012000003711;201200000371;1;9
2012000003721;201200000372;1;3
2012000003731;201200000373;1;3
2012000003741;201200000374;1;3
2012000003751;201200000375;1;3
2012000003761;201200000376;1;3
2012000003771;201200000377;1;4
2012000003781;201200000378;1;3
2012000003782;201200000378;2;4
2012000003791;201200000379;1;3
2012000003801;201200000380;1;3
2012000003811;201200000381;1;3
2012000003821;201200000382;1;3
2012000003831;201200000383;1;3
2012000003841;201200000384;1;3
2012000003851;201200000385;1;4
2012000003852;201200000385;2;4
2012000003861;201200000386;1;9
2012000003871;201200000387;1;3
2012000003872;201200000387;2;4
2012000003882;201200000388;2;3
2012000003881;201200000388;1;3
2012000003891;201200000389;1;3
2012000003902;201200000390;2;3
2012000003901;201200000390;1;3
2012000003912;201200000391;2;3
2012000003911;201200000391;1;3
2012000003921;201200000392;1;4
2012000003931;201200000393;1;3
2012000003932;201200000393;2;4
2012000003941;201200000394;1;3
2012000003951;201200000395;1;2
2012000003961;201200000396;1;3
2012000003971;201200000397;1;3
2012000003981;201200000398;1;3
2012000003991;201200000399;1;3
2012000004001;201200000400;1;3
2012000004002;201200000400;2;4
2012000004011;201200000401;1;3
2012000004012;201200000401;2;3
2012000004021;201200000402;1;3
2012000004031;201200000403;1;3
2012000004041;201200000404;1;3
2012000004051;201200000405;1;3
2012000004061;201200000406;1;3
2012000004071;201200000407;1;3
2012000004081;201200000408;1;3
2012000004082;201200000408;2;3
2012000004091;201200000409;1;3
2012000004092;201200000409;2;4
2012000004101;201200000410;1;4
2012000004111;201200000411;1;3
2012000004121;201200000412;1;3
2012000004131;201200000413;1;3
2012000004141;201200000414;1;3
2012000004142;201200000414;2;9
2012000004151;201200000415;1;3
2012000004161;201200000416;1;3
2012000004171;201200000417;1;3
2012000004181;201200000418;1;3
2012000004191;201200000419;1;3
2012000004201;201200000420;1;3
2012000004211;201200000421;1;3
2012000004221;201200000422;1;4
2012000004231;201200000423;1;3
2012000004241;201200000424;1;3
2012000004251;201200000425;1;3
2012000004261;201200000426;1;3
2012000004271;201200000427;1;3
2012000004281;201200000428;1;3
2012000004291;201200000429;1;3
2012000004301;201200000430;1;3
2012000004311;201200000431;1;3
2012000004321;201200000432;1;3
2012000004331;201200000433;1;3
2012000004341;201200000434;1;3
2012000004351;201200000435;1;3
2012000004361;201200000436;1;3
2012000004371;201200000437;1;3
2012000004381;201200000438;1;3
2012000004391;201200000439;1;3
2012000004401;201200000440;1;4
2012000004411;201200000441;1;3
2012000004421;201200000442;1;3
2012000004422;201200000442;2;3
2012000004431;201200000443;1;3
2012000004432;201200000443;2;4
2012000004441;201200000444;1;3
2012000004451;201200000445;1;3
2012000004452;201200000445;2;4
2012000004461;201200000446;1;4
2012000004462;201200000446;2;4
2012000004471;201200000447;1;3
2012000004481;201200000448;1;3
2012000004482;201200000448;2;3
2012000004491;201200000449;1;3
2012000004501;201200000450;1;3
2012000004511;201200000451;1;3
2012000004521;201200000452;1;3
2012000004531;201200000453;1;3
2012000004541;201200000454;1;3
2012000004551;201200000455;1;3
2012000004552;201200000455;2;4
2012000004561;201200000456;1;2
2012000004571;201200000457;1;2
2012000004581;201200000458;1;3
2012000004591;201200000459;1;2
2012000004602;201200000460;2;3
2012000004601;201200000460;1;3
2012000004611;201200000461;1;2
2012000004621;201200000462;1;3
2012000004631;201200000463;1;2
2012000004641;201200000464;1;2
2012000004651;201200000465;1;2
2012000004661;201200000466;1;3
2012000004671;201200000467;1;3
2012000004672;201200000467;2;3
2012000004681;201200000468;1;3
2012000004691;201200000469;1;3
2012000004692;201200000469;2;4
2012000004701;201200000470;1;3
2012000004711;201200000471;1;3
2012000004721;201200000472;1;4
2012000004731;201200000473;1;3
2012000004741;201200000474;1;3
2012000004742;201200000474;2;9
2012000004751;201200000475;1;3
2012000004761;201200000476;1;3
2012000004771;201200000477;1;3
2012000004781;201200000478;1;3
2012000004791;201200000479;1;3
2012000004792;201200000479;2;3
2012000004801;201200000480;1;3
2012000004811;201200000481;1;2
2012000004821;201200000482;1;3
2012000004831;201200000483;1;2
2012000004841;201200000484;1;3
2012000004851;201200000485;1;4
2012000004861;201200000486;1;2
2012000004871;201200000487;1;2
2012000004882;201200000488;2;3
2012000004881;201200000488;1;3
2012000004891;201200000489;1;3
2012000004901;201200000490;1;3
2012000004911;201200000491;1;3
2012000004912;201200000491;2;3
2012000004921;201200000492;1;3
2012000004922;201200000492;2;4
2012000004931;201200000493;1;3
2012000004941;201200000494;1;3
2012000004942;201200000494;2;4
2012000004951;201200000495;1;3
2012000004961;201200000496;1;3
2012000004971;201200000497;1;3
2012000004981;201200000498;1;3
2012000004991;201200000499;1;3
2012000005001;201200000500;1;3
2012000005011;201200000501;1;3
2012000005022;201200000502;2;3
2012000005021;201200000502;1;3
2012000005031;201200000503;1;4
2012000005041;201200000504;1;3
2012000005051;201200000505;1;3
2012000005061;201200000506;1;3
2012000005071;201200000507;1;3
2012000005081;201200000508;1;3
2012000005091;201200000509;1;3
2012000005101;201200000510;1;3
2012000005111;201200000511;1;3
2012000005122;201200000512;2;4
2012000005121;201200000512;1;4
2012000005131;201200000513;1;4
2012000005141;201200000514;1;3
2012000005142;201200000514;2;4
2012000005151;201200000515;1;3
2012000005161;201200000516;1;3
2012000005172;201200000517;2;4
2012000005171;201200000517;1;4
2012000005181;201200000518;1;3
2012000005191;201200000519;1;3
2012000005201;201200000520;1;3
2012000005211;201200000521;1;3
2012000005221;201200000522;1;3
2012000005231;201200000523;1;3
2012000005241;201200000524;1;2
2012000005242;201200000524;2;4
2012000005251;201200000525;1;4
2012000005261;201200000526;1;3
2012000005271;201200000527;1;3
2012000005281;201200000528;1;3
2012000005291;201200000529;1;4
2012000005301;201200000530;1;4
2012000005311;201200000531;1;3
2012000005321;201200000532;1;3
2012000005322;201200000532;2;4
2012000005331;201200000533;1;4
2012000005341;201200000534;1;3
2012000005351;201200000535;1;3
2012000005361;201200000536;1;3
2012000005371;201200000537;1;3
2012000005381;201200000538;1;3
2012000005391;201200000539;1;3
2012000005402;201200000540;2;3
2012000005401;201200000540;1;3
2012000005411;201200000541;1;3
2012000005421;201200000542;1;2
2012000005431;201200000543;1;3
2012000005432;201200000543;2;4
2012000005441;201200000544;1;3
2012000005442;201200000544;2;4
2012000005451;201200000545;1;3
2012000005461;201200000546;1;3
2012000005471;201200000547;1;3
2012000005472;201200000547;2;3
2012000005481;201200000548;1;3
2012000005491;201200000549;1;3
2012000005502;201200000550;2;3
2012000005501;201200000550;1;3
2012000005511;201200000551;1;4
2012000005521;201200000552;1;3
2012000005531;201200000553;1;3
2012000005541;201200000554;1;3
2012000005551;201200000555;1;4
2012000005561;201200000556;1;3
2012000005571;201200000557;1;3
2012000005572;201200000557;2;4
2012000005582;201200000558;2;4
2012000005581;201200000558;1;4
2012000005591;201200000559;1;4
2012000005601;201200000560;1;4
2012000005611;201200000561;1;3
2012000005621;201200000562;1;3
2012000005631;201200000563;1;2
2012000005641;201200000564;1;3
2012000005651;201200000565;1;3
2012000005661;201200000566;1;3
2012000005662;201200000566;2;3
2012000005671;201200000567;1;2
2012000005681;201200000568;1;3
2012000005691;201200000569;1;3
2012000005701;201200000570;1;3
2012000005711;201200000571;1;3
2012000005721;201200000572;1;3
2012000005722;201200000572;2;4
2012000005731;201200000573;1;3
2012000005741;201200000574;1;4
2012000005751;201200000575;1;3
2012000005761;201200000576;1;3
2012000005771;201200000577;1;3
2012000005781;201200000578;1;4
2012000005791;201200000579;1;4
2012000005802;201200000580;2;3
2012000005801;201200000580;1;3
2012000005811;201200000581;1;3
2012000005822;201200000582;2;4
2012000005821;201200000582;1;4
2012000005831;201200000583;1;3
2012000005841;201200000584;1;3
2012000005851;201200000585;1;3
2012000005861;201200000586;1;3
2012000005871;201200000587;1;3
2012000005881;201200000588;1;3
2012000005891;201200000589;1;3
2012000005901;201200000590;1;3
2012000005911;201200000591;1;3
2012000005922;201200000592;2;3
2012000005921;201200000592;1;3
2012000005931;201200000593;1;3
2012000005941;201200000594;1;3
2012000005951;201200000595;1;4
2012000005961;201200000596;1;3
2012000005972;201200000597;2;3
2012000005971;201200000597;1;3
2012000005981;201200000598;1;3
2012000005991;201200000599;1;4
2012000006001;201200000600;1;3
2012000006011;201200000601;1;3
2012000006021;201200000602;1;3
2012000006031;201200000603;1;3
2012000006041;201200000604;1;3
2012000006051;201200000605;1;3
2012000006061;201200000606;1;3
2012000006071;201200000607;1;3
2012000006081;201200000608;1;3
2012000006091;201200000609;1;3
2012000006101;201200000610;1;3
2012000006111;201200000611;1;4
2012000006121;201200000612;1;3
2012000006131;201200000613;1;3
2012000006141;201200000614;1;3
2012000006151;201200000615;1;3
2012000006152;201200000615;2;4
2012000006162;201200000616;2;3
2012000006161;201200000616;1;3
2012000006171;201200000617;1;3
2012000006181;201200000618;1;4
2012000006191;201200000619;1;3
2012000006201;201200000620;1;3
2012000006211;201200000621;1;3
2012000006221;201200000622;1;6
2012000006231;201200000623;1;3
2012000006232;201200000623;2;4
2012000006241;201200000624;1;3
2012000006251;201200000625;1;4
2012000006261;201200000626;1;3
2012000006262;201200000626;2;4
2012000006271;201200000627;1;4
2012000006281;201200000628;1;3
2012000006291;201200000629;1;3
2012000006292;201200000629;2;3
2012000006301;201200000630;1;3
2012000006311;201200000631;1;3
2012000006321;201200000632;1;3
2012000006331;201200000633;1;4
2012000006341;201200000634;1;4
2012000006351;201200000635;1;3
2012000006361;201200000636;1;4
2012000006371;201200000637;1;3
2012000006381;201200000638;1;4
2012000006391;201200000639;1;3
2012000006401;201200000640;1;3
2012000006411;201200000641;1;3
2012000006421;201200000642;1;3
2012000006431;201200000643;1;3
2012000006441;201200000644;1;3
2012000006451;201200000645;1;3
2012000006461;201200000646;1;4
2012000006471;201200000647;1;4
2012000006481;201200000648;1;5
2012000006491;201200000649;1;3
2012000006501;201200000650;1;3
2012000006511;201200000651;1;3
2012000006521;201200000652;1;4
2012000006531;201200000653;1;2
2012000006541;201200000654;1;2
2012000006551;201200000655;1;3
2012000006561;201200000656;1;3
2012000006571;201200000657;1;3
2012000006582;201200000658;2;4
2012000006581;201200000658;1;4
2012000006591;201200000659;1;3
2012000006601;201200000660;1;3
2012000006611;201200000661;1;3
2012000006621;201200000662;1;4
2012000006631;201200000663;1;3
2012000006641;201200000664;1;3
2012000006651;201200000665;1;3
2012000006661;201200000666;1;1
2012000006671;201200000667;1;3
2012000006681;201200000668;1;3
2012000006682;201200000668;2;3
2012000006691;201200000669;1;3
2012000006701;201200000670;1;3
2012000006711;201200000671;1;3
2012000006721;201200000672;1;3
2012000006731;201200000673;1;3
2012000006741;201200000674;1;3
2012000006751;201200000675;1;3
2012000006761;201200000676;1;3
2012000006771;201200000677;1;3
2012000006782;201200000678;2;3
2012000006781;201200000678;1;3
2012000006791;201200000679;1;3
2012000006801;201200000680;1;3
2012000006811;201200000681;1;3
2012000006822;201200000682;2;3
2012000006821;201200000682;1;3
2012000006831;201200000683;1;3
2012000006841;201200000684;1;3
2012000006851;201200000685;1;3
2012000006861;201200000686;1;3
2012000006871;201200000687;1;3
2012000006881;201200000688;1;4
2012000006891;201200000689;1;3
2012000006901;201200000690;1;3
2012000006911;201200000691;1;3
2012000006912;201200000691;2;4
2012000006921;201200000692;1;3
2012000006922;201200000692;2;4
2012000006931;201200000693;1;3
2012000006941;201200000694;1;3
2012000006951;201200000695;1;3
2012000006961;201200000696;1;4
2012000006971;201200000697;1;3
2012000006981;201200000698;1;3
2012000006991;201200000699;1;4
2012000007001;201200000700;1;3
2012000007012;201200000701;2;3
2012000007011;201200000701;1;3
2012000007021;201200000702;1;3
2012000007031;201200000703;1;3
2012000007041;201200000704;1;3
2012000007051;201200000705;1;3
2012000007061;201200000706;1;3
2012000007071;201200000707;1;3
2012000007081;201200000708;1;3
2012000007091;201200000709;1;3
2012000007101;201200000710;1;3
2012000007111;201200000711;1;3
2012000007112;201200000711;2;3
2012000007121;201200000712;1;3
2012000007131;201200000713;1;3
2012000007141;201200000714;1;3
2012000007151;201200000715;1;3
2012000007152;201200000715;2;4
2012000007161;201200000716;1;3
2012000007171;201200000717;1;3
2012000007181;201200000718;1;3
2012000007191;201200000719;1;3
2012000007202;201200000720;2;3
2012000007201;201200000720;1;3
2012000007211;201200000721;1;3
2012000007212;201200000721;2;4
2012000007221;201200000722;1;3
2012000007231;201200000723;1;3
2012000007241;201200000724;1;3
2012000007251;201200000725;1;4
2012000007261;201200000726;1;3
2012000007272;201200000727;2;3
2012000007271;201200000727;1;3
2012000007281;201200000728;1;3
2012000007291;201200000729;1;3
2012000007301;201200000730;1;3
2012000007311;201200000731;1;3
2012000007321;201200000732;1;4
2012000007332;201200000733;2;4
2012000007331;201200000733;1;4
2012000007341;201200000734;1;3
2012000007351;201200000735;1;3
2012000007352;201200000735;2;4
2012000007362;201200000736;2;3
2012000007361;201200000736;1;3
2012000007371;201200000737;1;3
2012000007372;201200000737;2;4
2012000007381;201200000738;1;3
2012000007391;201200000739;1;3
2012000007401;201200000740;1;3
2012000007412;201200000741;2;3
2012000007411;201200000741;1;3
2012000007421;201200000742;1;3
2012000007431;201200000743;1;3
2012000007441;201200000744;1;2
2012000007451;201200000745;1;2
2012000007461;201200000746;1;3
2012000007471;201200000747;1;3
2012000007481;201200000748;1;3
2012000007491;201200000749;1;3
2012000007492;201200000749;2;4
2012000007501;201200000750;1;3
2012000007511;201200000751;1;3
2012000007522;201200000752;2;3
2012000007521;201200000752;1;3
2012000007531;201200000753;1;3
2012000007541;201200000754;1;4
2012000007552;201200000755;2;3
2012000007551;201200000755;1;3
2012000007561;201200000756;1;3
2012000007571;201200000757;1;3
2012000007581;201200000758;1;3
2012000007592;201200000759;2;3
2012000007591;201200000759;1;3
2012000007601;201200000760;1;3
2012000007611;201200000761;1;3
2012000007621;201200000762;1;3
2012000007622;201200000762;2;4
2012000007631;201200000763;1;3
2012000007641;201200000764;1;3
2012000007652;201200000765;2;3
2012000007651;201200000765;1;3
2012000007661;201200000766;1;3
2012000007671;201200000767;1;3
2012000007681;201200000768;1;3
2012000007691;201200000769;1;3
2012000007692;201200000769;2;3
2012000007701;201200000770;1;3
2012000007711;201200000771;1;4
2012000007722;201200000772;2;3
2012000007721;201200000772;1;3
2012000007731;201200000773;1;3
2012000007741;201200000774;1;3
2012000007742;201200000774;2;3
2012000007751;201200000775;1;3
2012000007761;201200000776;1;3
2012000007772;201200000777;2;3
2012000007771;201200000777;1;3
2012000007782;201200000778;2;3
2012000007781;201200000778;1;3
2012000007791;201200000779;1;3
2012000007801;201200000780;1;3
2012000007811;201200000781;1;3
2012000007821;201200000782;1;3
2012000007831;201200000783;1;4
2012000007841;201200000784;1;3
2012000007851;201200000785;1;2
2012000007861;201200000786;1;3
2012000007871;201200000787;1;4
2012000007881;201200000788;1;3
2012000007891;201200000789;1;4
2012000007901;201200000790;1;3
2012000007911;201200000791;1;3
2012000007912;201200000791;2;4
2012000007921;201200000792;1;3
2012000007931;201200000793;1;3
2012000007932;201200000793;2;4
2012000007941;201200000794;1;3
2012000007951;201200000795;1;3
2012000007961;201200000796;1;2
2012000007971;201200000797;1;3
2012000007981;201200000798;1;3
2012000007991;201200000799;1;9
2012000008001;201200000800;1;3
2012000008011;201200000801;1;3
2012000008012;201200000801;2;3
2012000008021;201200000802;1;3
2012000008031;201200000803;1;2
2012000008041;201200000804;1;3
2012000008051;201200000805;1;3
2012000008061;201200000806;1;4
2012000008071;201200000807;1;3
2012000008072;201200000807;2;4
2012000008081;201200000808;1;3
2012000008091;201200000809;1;3
2012000008101;201200000810;1;3
2012000008111;201200000811;1;4
2012000008121;201200000812;1;3
2012000008131;201200000813;1;3
2012000008141;201200000814;1;3
2012000008151;201200000815;1;3
2012000008161;201200000816;1;3
2012000008171;201200000817;1;4
2012000008181;201200000818;1;3
2012000008191;201200000819;1;3
2012000008192;201200000819;2;3
2012000008201;201200000820;1;3
